"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000170255.1_ASM17025v1_genomic","GCF_000171255.1_ASM17125v1_genomic","GCF_000171275.1_ASM17127v1_genomic","GCF_000171315.1_ASM17131v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"group_5789","","","13","13","1","11","2432","","","","185","185","185","GCF_000007545.1_ASM754v1_genomic_8039","GCF_000020745.1_ASM2074v1_genomic_8284","GCF_000020885.1_ASM2088v1_genomic_8146","GCF_000020925.1_ASM2092v1_genomic_8484","GCF_000022165.1_ASM2216v1_genomic_8400","GCF_000170215.1_ASM17021v1_genomic_8090","GCF_000170255.1_ASM17025v1_genomic_8312","GCF_000171255.1_ASM17125v1_genomic_7662","GCF_000171275.1_ASM17127v1_genomic_7854","GCF_000171315.1_ASM17131v1_genomic_8044","GCF_000171415.1_ASM17141v1_genomic_8378","GCF_000171515.1_ASM17151v1_genomic_8069","GCF_000171535.2_ASM17153v2_genomic_8262"
"group_5790","","","13","13","1","11","5089","","","","656","656","656","GCF_000007545.1_ASM754v1_genomic_23403","GCF_000020745.1_ASM2074v1_genomic_33405","GCF_000020885.1_ASM2088v1_genomic_18327","GCF_000020925.1_ASM2092v1_genomic_16057","GCF_000022165.1_ASM2216v1_genomic_34756","GCF_000170215.1_ASM17021v1_genomic_9546","GCF_000170255.1_ASM17025v1_genomic_34444","GCF_000171255.1_ASM17125v1_genomic_31518","GCF_000171275.1_ASM17127v1_genomic_7234","GCF_000171315.1_ASM17131v1_genomic_27839","GCF_000171415.1_ASM17141v1_genomic_34374","GCF_000171515.1_ASM17151v1_genomic_21330","GCF_000171535.2_ASM17153v2_genomic_15732"
"group_5791","","","13","13","1","11","2921","","","","260","260","260","GCF_000007545.1_ASM754v1_genomic_19053","GCF_000020745.1_ASM2074v1_genomic_12844","GCF_000020885.1_ASM2088v1_genomic_20536","GCF_000020925.1_ASM2092v1_genomic_18419","GCF_000022165.1_ASM2216v1_genomic_26316","GCF_000170215.1_ASM17021v1_genomic_3356","GCF_000170255.1_ASM17025v1_genomic_26101","GCF_000171255.1_ASM17125v1_genomic_9079","GCF_000171275.1_ASM17127v1_genomic_12363","GCF_000171315.1_ASM17131v1_genomic_25231","GCF_000171415.1_ASM17141v1_genomic_27239","GCF_000171515.1_ASM17151v1_genomic_17558","GCF_000171535.2_ASM17153v2_genomic_25796"
"group_5792","","","13","13","1","11","2068","","","","344","344","344","GCF_000007545.1_ASM754v1_genomic_12453","GCF_000020745.1_ASM2074v1_genomic_34836","GCF_000020885.1_ASM2088v1_genomic_28680","GCF_000020925.1_ASM2092v1_genomic_13138","GCF_000022165.1_ASM2216v1_genomic_35509","GCF_000170215.1_ASM17021v1_genomic_12415","GCF_000170255.1_ASM17025v1_genomic_35193","GCF_000171255.1_ASM17125v1_genomic_12790","GCF_000171275.1_ASM17127v1_genomic_931","GCF_000171315.1_ASM17131v1_genomic_6808","GCF_000171415.1_ASM17141v1_genomic_12912","GCF_000171515.1_ASM17151v1_genomic_12552","GCF_000171535.2_ASM17153v2_genomic_36536"
"group_5793","","","13","13","1","11","6684","","","","338","338","338","GCF_000007545.1_ASM754v1_genomic_18790","GCF_000020745.1_ASM2074v1_genomic_22946","GCF_000020885.1_ASM2088v1_genomic_22684","GCF_000020925.1_ASM2092v1_genomic_19649","GCF_000022165.1_ASM2216v1_genomic_19443","GCF_000170215.1_ASM17021v1_genomic_18585","GCF_000170255.1_ASM17025v1_genomic_19263","GCF_000171255.1_ASM17125v1_genomic_17474","GCF_000171275.1_ASM17127v1_genomic_7831","GCF_000171315.1_ASM17131v1_genomic_18706","GCF_000171415.1_ASM17141v1_genomic_19300","GCF_000171515.1_ASM17151v1_genomic_18690","GCF_000171535.2_ASM17153v2_genomic_19309"
"group_5794","","","13","13","1","11","5058","","","","389","389","389","GCF_000007545.1_ASM754v1_genomic_2043","GCF_000020745.1_ASM2074v1_genomic_16896","GCF_000020885.1_ASM2088v1_genomic_15926","GCF_000020925.1_ASM2092v1_genomic_20903","GCF_000022165.1_ASM2216v1_genomic_20728","GCF_000170215.1_ASM17021v1_genomic_19858","GCF_000170255.1_ASM17025v1_genomic_20532","GCF_000171255.1_ASM17125v1_genomic_15017","GCF_000171275.1_ASM17127v1_genomic_19531","GCF_000171315.1_ASM17131v1_genomic_19947","GCF_000171415.1_ASM17141v1_genomic_16213","GCF_000171515.1_ASM17151v1_genomic_20001","GCF_000171535.2_ASM17153v2_genomic_3439"
"group_5795","","","13","13","1","11","610","","","","113","113","113","GCF_000007545.1_ASM754v1_genomic_27308","GCF_000020745.1_ASM2074v1_genomic_27769","GCF_000020885.1_ASM2088v1_genomic_27666","GCF_000020925.1_ASM2092v1_genomic_28360","GCF_000022165.1_ASM2216v1_genomic_28530","GCF_000170215.1_ASM17021v1_genomic_27126","GCF_000170255.1_ASM17025v1_genomic_28297","GCF_000171255.1_ASM17125v1_genomic_26227","GCF_000171275.1_ASM17127v1_genomic_26811","GCF_000171315.1_ASM17131v1_genomic_27334","GCF_000171415.1_ASM17141v1_genomic_28177","GCF_000171515.1_ASM17151v1_genomic_27500","GCF_000171535.2_ASM17153v2_genomic_27960"
"group_5796","","","13","13","1","11","1378","","","","308","308","308","GCF_000007545.1_ASM754v1_genomic_12075","GCF_000020745.1_ASM2074v1_genomic_7013","GCF_000020885.1_ASM2088v1_genomic_6818","GCF_000020925.1_ASM2092v1_genomic_7095","GCF_000022165.1_ASM2216v1_genomic_21633","GCF_000170215.1_ASM17021v1_genomic_6822","GCF_000170255.1_ASM17025v1_genomic_21446","GCF_000171255.1_ASM17125v1_genomic_6457","GCF_000171275.1_ASM17127v1_genomic_6618","GCF_000171315.1_ASM17131v1_genomic_6750","GCF_000171415.1_ASM17141v1_genomic_7110","GCF_000171515.1_ASM17151v1_genomic_6771","GCF_000171535.2_ASM17153v2_genomic_12428"
"group_5797","","","13","13","1","11","5098","","","","719","719","719","GCF_000007545.1_ASM754v1_genomic_34231","GCF_000020745.1_ASM2074v1_genomic_34715","GCF_000020885.1_ASM2088v1_genomic_18222","GCF_000020925.1_ASM2092v1_genomic_10079","GCF_000022165.1_ASM2216v1_genomic_35513","GCF_000170215.1_ASM17021v1_genomic_10313","GCF_000170255.1_ASM17025v1_genomic_35197","GCF_000171255.1_ASM17125v1_genomic_4454","GCF_000171275.1_ASM17127v1_genomic_10102","GCF_000171315.1_ASM17131v1_genomic_10406","GCF_000171415.1_ASM17141v1_genomic_10795","GCF_000171515.1_ASM17151v1_genomic_1417","GCF_000171535.2_ASM17153v2_genomic_11377"
"group_5798","","","13","13","1","11","7447","","","","1799","1799","1799","GCF_000007545.1_ASM754v1_genomic_15756","GCF_000020745.1_ASM2074v1_genomic_13669","GCF_000020885.1_ASM2088v1_genomic_6290","GCF_000020925.1_ASM2092v1_genomic_26745","GCF_000022165.1_ASM2216v1_genomic_21452","GCF_000170215.1_ASM17021v1_genomic_2136","GCF_000170255.1_ASM17025v1_genomic_21266","GCF_000171255.1_ASM17125v1_genomic_485","GCF_000171275.1_ASM17127v1_genomic_37209","GCF_000171315.1_ASM17131v1_genomic_34212","GCF_000171415.1_ASM17141v1_genomic_26186","GCF_000171515.1_ASM17151v1_genomic_20354","GCF_000171535.2_ASM17153v2_genomic_32915"
"group_5799","","","13","13","1","11","7085","","","","590","590","590","GCF_000007545.1_ASM754v1_genomic_28380","GCF_000020745.1_ASM2074v1_genomic_36596","GCF_000020885.1_ASM2088v1_genomic_17304","GCF_000020925.1_ASM2092v1_genomic_8824","GCF_000022165.1_ASM2216v1_genomic_14356","GCF_000170215.1_ASM17021v1_genomic_36422","GCF_000170255.1_ASM17025v1_genomic_14222","GCF_000171255.1_ASM17125v1_genomic_34534","GCF_000171275.1_ASM17127v1_genomic_25534","GCF_000171315.1_ASM17131v1_genomic_6359","GCF_000171415.1_ASM17141v1_genomic_37701","GCF_000171515.1_ASM17151v1_genomic_8471","GCF_000171535.2_ASM17153v2_genomic_2881"
"group_5800","","","13","13","1","11","5800","","","","329","329","329","GCF_000007545.1_ASM754v1_genomic_1753","GCF_000020745.1_ASM2074v1_genomic_2598","GCF_000020885.1_ASM2088v1_genomic_2586","GCF_000020925.1_ASM2092v1_genomic_2602","GCF_000022165.1_ASM2216v1_genomic_2673","GCF_000170215.1_ASM17021v1_genomic_2552","GCF_000170255.1_ASM17025v1_genomic_2635","GCF_000171255.1_ASM17125v1_genomic_2386","GCF_000171275.1_ASM17127v1_genomic_2484","GCF_000171315.1_ASM17131v1_genomic_2481","GCF_000171415.1_ASM17141v1_genomic_2716","GCF_000171515.1_ASM17151v1_genomic_2547","GCF_000171535.2_ASM17153v2_genomic_2584"
"group_5801","","","13","13","1","11","6641","","","","755","755","755","GCF_000007545.1_ASM754v1_genomic_20379","GCF_000020745.1_ASM2074v1_genomic_54","GCF_000020885.1_ASM2088v1_genomic_26252","GCF_000020925.1_ASM2092v1_genomic_38823","GCF_000022165.1_ASM2216v1_genomic_18168","GCF_000170215.1_ASM17021v1_genomic_1944","GCF_000170255.1_ASM17025v1_genomic_17995","GCF_000171255.1_ASM17125v1_genomic_49","GCF_000171275.1_ASM17127v1_genomic_24451","GCF_000171315.1_ASM17131v1_genomic_17448","GCF_000171415.1_ASM17141v1_genomic_8392","GCF_000171515.1_ASM17151v1_genomic_34875","GCF_000171535.2_ASM17153v2_genomic_30520"
"group_5802","","","13","13","1","11","3341","","","","347","347","347","GCF_000007545.1_ASM754v1_genomic_33095","GCF_000020745.1_ASM2074v1_genomic_24099","GCF_000020885.1_ASM2088v1_genomic_2654","GCF_000020925.1_ASM2092v1_genomic_24742","GCF_000022165.1_ASM2216v1_genomic_24814","GCF_000170215.1_ASM17021v1_genomic_23634","GCF_000170255.1_ASM17025v1_genomic_24601","GCF_000171255.1_ASM17125v1_genomic_18249","GCF_000171275.1_ASM17127v1_genomic_2534","GCF_000171315.1_ASM17131v1_genomic_23792","GCF_000171415.1_ASM17141v1_genomic_13554","GCF_000171515.1_ASM17151v1_genomic_2618","GCF_000171535.2_ASM17153v2_genomic_24311"
"group_5803","","","13","13","1","11","4833","","","","413","413","413","GCF_000007545.1_ASM754v1_genomic_22335","GCF_000020745.1_ASM2074v1_genomic_38614","GCF_000020885.1_ASM2088v1_genomic_12942","GCF_000020925.1_ASM2092v1_genomic_23244","GCF_000022165.1_ASM2216v1_genomic_23242","GCF_000170215.1_ASM17021v1_genomic_22154","GCF_000170255.1_ASM17025v1_genomic_23050","GCF_000171255.1_ASM17125v1_genomic_12155","GCF_000171275.1_ASM17127v1_genomic_21849","GCF_000171315.1_ASM17131v1_genomic_22345","GCF_000171415.1_ASM17141v1_genomic_13217","GCF_000171515.1_ASM17151v1_genomic_22298","GCF_000171535.2_ASM17153v2_genomic_13649"
"group_5804","","","13","13","1","11","2136","","","","548","548","548","GCF_000007545.1_ASM754v1_genomic_26187","GCF_000020745.1_ASM2074v1_genomic_4275","GCF_000020885.1_ASM2088v1_genomic_35280","GCF_000020925.1_ASM2092v1_genomic_38851","GCF_000022165.1_ASM2216v1_genomic_4340","GCF_000170215.1_ASM17021v1_genomic_4152","GCF_000170255.1_ASM17025v1_genomic_4272","GCF_000171255.1_ASM17125v1_genomic_3534","GCF_000171275.1_ASM17127v1_genomic_14723","GCF_000171315.1_ASM17131v1_genomic_29944","GCF_000171415.1_ASM17141v1_genomic_38468","GCF_000171515.1_ASM17151v1_genomic_30130","GCF_000171535.2_ASM17153v2_genomic_30673"
"group_5805","","","13","13","1","11","3493","","","","824","824","824","GCF_000007545.1_ASM754v1_genomic_17207","GCF_000020745.1_ASM2074v1_genomic_8953","GCF_000020885.1_ASM2088v1_genomic_698","GCF_000020925.1_ASM2092v1_genomic_17987","GCF_000022165.1_ASM2216v1_genomic_36139","GCF_000170215.1_ASM17021v1_genomic_34437","GCF_000170255.1_ASM17025v1_genomic_35824","GCF_000171255.1_ASM17125v1_genomic_8330","GCF_000171275.1_ASM17127v1_genomic_3009","GCF_000171315.1_ASM17131v1_genomic_21412","GCF_000171415.1_ASM17141v1_genomic_32192","GCF_000171515.1_ASM17151v1_genomic_31466","GCF_000171535.2_ASM17153v2_genomic_38460"
"group_5806","","","13","13","1","11","3511","","","","362","362","362","GCF_000007545.1_ASM754v1_genomic_23714","GCF_000020745.1_ASM2074v1_genomic_8235","GCF_000020885.1_ASM2088v1_genomic_17367","GCF_000020925.1_ASM2092v1_genomic_8600","GCF_000022165.1_ASM2216v1_genomic_7145","GCF_000170215.1_ASM17021v1_genomic_6890","GCF_000170255.1_ASM17025v1_genomic_7074","GCF_000171255.1_ASM17125v1_genomic_7626","GCF_000171275.1_ASM17127v1_genomic_16841","GCF_000171315.1_ASM17131v1_genomic_32747","GCF_000171415.1_ASM17141v1_genomic_7163","GCF_000171515.1_ASM17151v1_genomic_23729","GCF_000171535.2_ASM17153v2_genomic_17667"
"group_5807","","","13","13","1","11","3075","","","","212","212","212","GCF_000007545.1_ASM754v1_genomic_27539","GCF_000020745.1_ASM2074v1_genomic_28000","GCF_000020885.1_ASM2088v1_genomic_27908","GCF_000020925.1_ASM2092v1_genomic_28610","GCF_000022165.1_ASM2216v1_genomic_28789","GCF_000170215.1_ASM17021v1_genomic_27361","GCF_000170255.1_ASM17025v1_genomic_28556","GCF_000171255.1_ASM17125v1_genomic_26446","GCF_000171275.1_ASM17127v1_genomic_27054","GCF_000171315.1_ASM17131v1_genomic_26926","GCF_000171415.1_ASM17141v1_genomic_31168","GCF_000171515.1_ASM17151v1_genomic_27725","GCF_000171535.2_ASM17153v2_genomic_28197"
"group_5808","","","13","13","1","11","2075","","","","386","386","386","GCF_000007545.1_ASM754v1_genomic_20656","GCF_000020745.1_ASM2074v1_genomic_651","GCF_000020885.1_ASM2088v1_genomic_31154","GCF_000020925.1_ASM2092v1_genomic_5408","GCF_000022165.1_ASM2216v1_genomic_4161","GCF_000170215.1_ASM17021v1_genomic_3990","GCF_000170255.1_ASM17025v1_genomic_4094","GCF_000171255.1_ASM17125v1_genomic_22287","GCF_000171275.1_ASM17127v1_genomic_22678","GCF_000171315.1_ASM17131v1_genomic_23246","GCF_000171415.1_ASM17141v1_genomic_31669","GCF_000171515.1_ASM17151v1_genomic_30941","GCF_000171535.2_ASM17153v2_genomic_17607"
"group_5809","","","13","13","1","11","7730","","","","272","272","272","GCF_000007545.1_ASM754v1_genomic_32235","GCF_000020745.1_ASM2074v1_genomic_28764","GCF_000020885.1_ASM2088v1_genomic_1617","GCF_000020925.1_ASM2092v1_genomic_37334","GCF_000022165.1_ASM2216v1_genomic_33992","GCF_000170215.1_ASM17021v1_genomic_28061","GCF_000170255.1_ASM17025v1_genomic_33687","GCF_000171255.1_ASM17125v1_genomic_4245","GCF_000171275.1_ASM17127v1_genomic_17437","GCF_000171315.1_ASM17131v1_genomic_6594","GCF_000171415.1_ASM17141v1_genomic_29140","GCF_000171515.1_ASM17151v1_genomic_6607","GCF_000171535.2_ASM17153v2_genomic_605"
"group_5810","","","13","13","1","11","3206","","","","389","389","389","GCF_000007545.1_ASM754v1_genomic_8154","GCF_000020745.1_ASM2074v1_genomic_34860","GCF_000020885.1_ASM2088v1_genomic_8256","GCF_000020925.1_ASM2092v1_genomic_4905","GCF_000022165.1_ASM2216v1_genomic_35670","GCF_000170215.1_ASM17021v1_genomic_4806","GCF_000170255.1_ASM17025v1_genomic_35352","GCF_000171255.1_ASM17125v1_genomic_32893","GCF_000171275.1_ASM17127v1_genomic_8642","GCF_000171315.1_ASM17131v1_genomic_16480","GCF_000171415.1_ASM17141v1_genomic_16955","GCF_000171515.1_ASM17151v1_genomic_8163","GCF_000171535.2_ASM17153v2_genomic_4808"
"group_5811","","","13","13","1","11","6834","","","","590","590","590","GCF_000007545.1_ASM754v1_genomic_19832","GCF_000020745.1_ASM2074v1_genomic_15248","GCF_000020885.1_ASM2088v1_genomic_10772","GCF_000020925.1_ASM2092v1_genomic_17233","GCF_000022165.1_ASM2216v1_genomic_15643","GCF_000170215.1_ASM17021v1_genomic_15010","GCF_000170255.1_ASM17025v1_genomic_15504","GCF_000171255.1_ASM17125v1_genomic_20803","GCF_000171275.1_ASM17127v1_genomic_22935","GCF_000171315.1_ASM17131v1_genomic_15083","GCF_000171415.1_ASM17141v1_genomic_11012","GCF_000171515.1_ASM17151v1_genomic_15025","GCF_000171535.2_ASM17153v2_genomic_15483"
"group_5812","","","13","13","1","11","2924","","","","218","218","218","GCF_000007545.1_ASM754v1_genomic_34617","GCF_000020745.1_ASM2074v1_genomic_6967","GCF_000020885.1_ASM2088v1_genomic_34936","GCF_000020925.1_ASM2092v1_genomic_35838","GCF_000022165.1_ASM2216v1_genomic_35929","GCF_000170215.1_ASM17021v1_genomic_34220","GCF_000170255.1_ASM17025v1_genomic_35611","GCF_000171255.1_ASM17125v1_genomic_33158","GCF_000171275.1_ASM17127v1_genomic_31132","GCF_000171315.1_ASM17131v1_genomic_34427","GCF_000171415.1_ASM17141v1_genomic_35512","GCF_000171515.1_ASM17151v1_genomic_6735","GCF_000171535.2_ASM17153v2_genomic_35402"
"group_5813","","","13","13","1","11","2401","","","","356","356","356","GCF_000007545.1_ASM754v1_genomic_3573","GCF_000020745.1_ASM2074v1_genomic_3694","GCF_000020885.1_ASM2088v1_genomic_14666","GCF_000020925.1_ASM2092v1_genomic_3682","GCF_000022165.1_ASM2216v1_genomic_3780","GCF_000170215.1_ASM17021v1_genomic_28957","GCF_000170255.1_ASM17025v1_genomic_3724","GCF_000171255.1_ASM17125v1_genomic_3395","GCF_000171275.1_ASM17127v1_genomic_3474","GCF_000171315.1_ASM17131v1_genomic_3480","GCF_000171415.1_ASM17141v1_genomic_3812","GCF_000171515.1_ASM17151v1_genomic_3577","GCF_000171535.2_ASM17153v2_genomic_29932"
"group_5814","","","13","13","1","11","707","","","","1112","1112","1112","GCF_000007545.1_ASM754v1_genomic_28718","GCF_000020745.1_ASM2074v1_genomic_11903","GCF_000020885.1_ASM2088v1_genomic_21573","GCF_000020925.1_ASM2092v1_genomic_4810","GCF_000022165.1_ASM2216v1_genomic_34326","GCF_000170215.1_ASM17021v1_genomic_32697","GCF_000170255.1_ASM17025v1_genomic_34019","GCF_000171255.1_ASM17125v1_genomic_36236","GCF_000171275.1_ASM17127v1_genomic_4120","GCF_000171315.1_ASM17131v1_genomic_12955","GCF_000171415.1_ASM17141v1_genomic_30742","GCF_000171515.1_ASM17151v1_genomic_17643","GCF_000171535.2_ASM17153v2_genomic_13307"
"group_5815","","","13","13","1","11","4865","","","","965","965","965","GCF_000007545.1_ASM754v1_genomic_4324","GCF_000020745.1_ASM2074v1_genomic_10639","GCF_000020885.1_ASM2088v1_genomic_8822","GCF_000020925.1_ASM2092v1_genomic_11007","GCF_000022165.1_ASM2216v1_genomic_21828","GCF_000170215.1_ASM17021v1_genomic_20872","GCF_000170255.1_ASM17025v1_genomic_21647","GCF_000171255.1_ASM17125v1_genomic_5795","GCF_000171275.1_ASM17127v1_genomic_5175","GCF_000171315.1_ASM17131v1_genomic_10821","GCF_000171415.1_ASM17141v1_genomic_11547","GCF_000171515.1_ASM17151v1_genomic_11135","GCF_000171535.2_ASM17153v2_genomic_21303"
"group_5816","","","13","13","1","11","2358","","","","1295","1295","1295","GCF_000007545.1_ASM754v1_genomic_37331","GCF_000020745.1_ASM2074v1_genomic_4061","GCF_000020885.1_ASM2088v1_genomic_10869","GCF_000020925.1_ASM2092v1_genomic_35214","GCF_000022165.1_ASM2216v1_genomic_1276","GCF_000170215.1_ASM17021v1_genomic_1258","GCF_000170255.1_ASM17025v1_genomic_1258","GCF_000171255.1_ASM17125v1_genomic_20685","GCF_000171275.1_ASM17127v1_genomic_36404","GCF_000171315.1_ASM17131v1_genomic_29872","GCF_000171415.1_ASM17141v1_genomic_28487","GCF_000171515.1_ASM17151v1_genomic_36970","GCF_000171535.2_ASM17153v2_genomic_30598"
"group_5817","","","13","13","1","11","2940","","","","605","605","605","GCF_000007545.1_ASM754v1_genomic_26564","GCF_000020745.1_ASM2074v1_genomic_33577","GCF_000020885.1_ASM2088v1_genomic_10409","GCF_000020925.1_ASM2092v1_genomic_37538","GCF_000022165.1_ASM2216v1_genomic_2518","GCF_000170215.1_ASM17021v1_genomic_2416","GCF_000170255.1_ASM17025v1_genomic_2484","GCF_000171255.1_ASM17125v1_genomic_25970","GCF_000171275.1_ASM17127v1_genomic_11587","GCF_000171315.1_ASM17131v1_genomic_1457","GCF_000171415.1_ASM17141v1_genomic_2572","GCF_000171515.1_ASM17151v1_genomic_5457","GCF_000171535.2_ASM17153v2_genomic_10289"
"group_5818","","","13","13","1","11","3443","","","","356","356","356","GCF_000007545.1_ASM754v1_genomic_32748","GCF_000020745.1_ASM2074v1_genomic_33209","GCF_000020885.1_ASM2088v1_genomic_33067","GCF_000020925.1_ASM2092v1_genomic_33913","GCF_000022165.1_ASM2216v1_genomic_34054","GCF_000170215.1_ASM17021v1_genomic_32444","GCF_000170255.1_ASM17025v1_genomic_33750","GCF_000171255.1_ASM17125v1_genomic_31380","GCF_000171275.1_ASM17127v1_genomic_32190","GCF_000171315.1_ASM17131v1_genomic_32653","GCF_000171415.1_ASM17141v1_genomic_7260","GCF_000171515.1_ASM17151v1_genomic_32856","GCF_000171535.2_ASM17153v2_genomic_33476"
"group_5819","","","13","13","1","11","1987","","","","764","764","764","GCF_000007545.1_ASM754v1_genomic_38171","GCF_000020745.1_ASM2074v1_genomic_22990","GCF_000020885.1_ASM2088v1_genomic_32344","GCF_000020925.1_ASM2092v1_genomic_31484","GCF_000022165.1_ASM2216v1_genomic_3473","GCF_000170215.1_ASM17021v1_genomic_30065","GCF_000170255.1_ASM17025v1_genomic_3416","GCF_000171255.1_ASM17125v1_genomic_24038","GCF_000171275.1_ASM17127v1_genomic_31433","GCF_000171315.1_ASM17131v1_genomic_31721","GCF_000171415.1_ASM17141v1_genomic_31254","GCF_000171515.1_ASM17151v1_genomic_31977","GCF_000171535.2_ASM17153v2_genomic_37205"
"group_5820","","","13","13","1","11","6378","","","","530","530","530","GCF_000007545.1_ASM754v1_genomic_31489","GCF_000020745.1_ASM2074v1_genomic_11769","GCF_000020885.1_ASM2088v1_genomic_11753","GCF_000020925.1_ASM2092v1_genomic_7734","GCF_000022165.1_ASM2216v1_genomic_11970","GCF_000170215.1_ASM17021v1_genomic_11520","GCF_000170255.1_ASM17025v1_genomic_11865","GCF_000171255.1_ASM17125v1_genomic_20082","GCF_000171275.1_ASM17127v1_genomic_11300","GCF_000171315.1_ASM17131v1_genomic_11622","GCF_000171415.1_ASM17141v1_genomic_11977","GCF_000171515.1_ASM17151v1_genomic_11615","GCF_000171535.2_ASM17153v2_genomic_11923"
"group_5821","","","13","13","1","11","2878","","","","242","242","242","GCF_000007545.1_ASM754v1_genomic_31169","GCF_000020745.1_ASM2074v1_genomic_31586","GCF_000020885.1_ASM2088v1_genomic_31558","GCF_000020925.1_ASM2092v1_genomic_32326","GCF_000022165.1_ASM2216v1_genomic_32399","GCF_000170215.1_ASM17021v1_genomic_30882","GCF_000170255.1_ASM17025v1_genomic_32119","GCF_000171255.1_ASM17125v1_genomic_29816","GCF_000171275.1_ASM17127v1_genomic_24458","GCF_000171315.1_ASM17131v1_genomic_31093","GCF_000171415.1_ASM17141v1_genomic_32048","GCF_000171515.1_ASM17151v1_genomic_31335","GCF_000171535.2_ASM17153v2_genomic_31840"
"group_5822","","","13","13","1","11","6770","","","","1331","1331","1331","GCF_000007545.1_ASM754v1_genomic_7936","GCF_000020745.1_ASM2074v1_genomic_10048","GCF_000020885.1_ASM2088v1_genomic_22435","GCF_000020925.1_ASM2092v1_genomic_4491","GCF_000022165.1_ASM2216v1_genomic_33432","GCF_000170215.1_ASM17021v1_genomic_26048","GCF_000170255.1_ASM17025v1_genomic_33138","GCF_000171255.1_ASM17125v1_genomic_18617","GCF_000171275.1_ASM17127v1_genomic_30514","GCF_000171315.1_ASM17131v1_genomic_11794","GCF_000171415.1_ASM17141v1_genomic_19797","GCF_000171515.1_ASM17151v1_genomic_11774","GCF_000171535.2_ASM17153v2_genomic_22214"
"group_5823","","","13","13","1","11","1955","","","","365","365","365","GCF_000007545.1_ASM754v1_genomic_38289","GCF_000020745.1_ASM2074v1_genomic_3207","GCF_000020885.1_ASM2088v1_genomic_18678","GCF_000020925.1_ASM2092v1_genomic_36676","GCF_000022165.1_ASM2216v1_genomic_34685","GCF_000170215.1_ASM17021v1_genomic_33053","GCF_000170255.1_ASM17025v1_genomic_34375","GCF_000171255.1_ASM17125v1_genomic_12168","GCF_000171275.1_ASM17127v1_genomic_34779","GCF_000171315.1_ASM17131v1_genomic_33205","GCF_000171415.1_ASM17141v1_genomic_13231","GCF_000171515.1_ASM17151v1_genomic_35566","GCF_000171535.2_ASM17153v2_genomic_13144"
"group_5824","","","13","13","1","11","6143","","","","203","203","203","GCF_000007545.1_ASM754v1_genomic_8938","GCF_000020745.1_ASM2074v1_genomic_17317","GCF_000020885.1_ASM2088v1_genomic_34667","GCF_000020925.1_ASM2092v1_genomic_9428","GCF_000022165.1_ASM2216v1_genomic_9310","GCF_000170215.1_ASM17021v1_genomic_8935","GCF_000170255.1_ASM17025v1_genomic_9213","GCF_000171255.1_ASM17125v1_genomic_32874","GCF_000171275.1_ASM17127v1_genomic_8756","GCF_000171315.1_ASM17131v1_genomic_34155","GCF_000171415.1_ASM17141v1_genomic_9339","GCF_000171515.1_ASM17151v1_genomic_34442","GCF_000171535.2_ASM17153v2_genomic_21473"
"group_5825","","","13","13","1","11","2460","","","","401","401","401","GCF_000007545.1_ASM754v1_genomic_14437","GCF_000020745.1_ASM2074v1_genomic_8202","GCF_000020885.1_ASM2088v1_genomic_36833","GCF_000020925.1_ASM2092v1_genomic_37759","GCF_000022165.1_ASM2216v1_genomic_37874","GCF_000170215.1_ASM17021v1_genomic_36162","GCF_000170255.1_ASM17025v1_genomic_37543","GCF_000171255.1_ASM17125v1_genomic_35026","GCF_000171275.1_ASM17127v1_genomic_34344","GCF_000171315.1_ASM17131v1_genomic_36324","GCF_000171415.1_ASM17141v1_genomic_37409","GCF_000171515.1_ASM17151v1_genomic_36637","GCF_000171535.2_ASM17153v2_genomic_37382"
"group_5826","","","13","13","1","11","75","","","","581","581","581","GCF_000007545.1_ASM754v1_genomic_26473","GCF_000020745.1_ASM2074v1_genomic_934","GCF_000020885.1_ASM2088v1_genomic_559","GCF_000020925.1_ASM2092v1_genomic_29854","GCF_000022165.1_ASM2216v1_genomic_35638","GCF_000170215.1_ASM17021v1_genomic_27723","GCF_000170255.1_ASM17025v1_genomic_35321","GCF_000171255.1_ASM17125v1_genomic_31141","GCF_000171275.1_ASM17127v1_genomic_530","GCF_000171315.1_ASM17131v1_genomic_26084","GCF_000171415.1_ASM17141v1_genomic_972","GCF_000171515.1_ASM17151v1_genomic_3985","GCF_000171535.2_ASM17153v2_genomic_4342"
