"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000170255.1_ASM17025v1_genomic","GCF_000171255.1_ASM17125v1_genomic","GCF_000171275.1_ASM17127v1_genomic","GCF_000171315.1_ASM17131v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"GEGEGB_03042","persistent","cysteine desulfurase sulfur acceptor subunit CsdE","13","13","1.0","NA","NA","","","","443","443","443.0","GEGEGB_03042","LNHIMF_03026","BEJGEH_02993","HFCAGB_03205","AJBGEP_03154","ODDLKH_03415","OEKLIE_01685","ALJMDI_02753","PAPNPA_03096","BENMGJ_02228","IKCLMC_03878","PKJKAM_02383","ONMMKP_03876"
"GEGEGB_03043","persistent","EamA family transporter RarD","13","13","1.0","NA","NA","","","","914","914","914.0","GEGEGB_03043","LNHIMF_03027","BEJGEH_02994","HFCAGB_03206","AJBGEP_03155","ODDLKH_03416","OEKLIE_01686","ALJMDI_02754","PAPNPA_03097","BENMGJ_02229","IKCLMC_03877","PKJKAM_02382","ONMMKP_03875"
"GEGEGB_03044","persistent","tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA","13","14","1.08","NA","NA","","","","608","806","791.86","GEGEGB_03044","LNHIMF_03028","BEJGEH_02995","HFCAGB_03207","AJBGEP_03156","ODDLKH_03417","OEKLIE_01687" "OEKLIE_00012","ALJMDI_02755","PAPNPA_03098","BENMGJ_02230","IKCLMC_03876","PKJKAM_02381","ONMMKP_03874"
"GEGEGB_03045","persistent","murein transglycosylase A","13","13","1.0","NA","NA","","","","1097","1097","1097.0","GEGEGB_03045","LNHIMF_03029","BEJGEH_02996","HFCAGB_03208","AJBGEP_03157","ODDLKH_03418","OEKLIE_01688","ALJMDI_02756","PAPNPA_03099","BENMGJ_02231","IKCLMC_03875","PKJKAM_02380","ONMMKP_03873"
"GEGEGB_03049","persistent","amino-acid N-acetyltransferase","13","13","1.0","NA","NA","","","","1331","1331","1331.0","GEGEGB_03049","LNHIMF_03033","BEJGEH_03000","HFCAGB_03212","AJBGEP_03161","ODDLKH_03422","OEKLIE_01692","ALJMDI_02760","PAPNPA_03103","BENMGJ_02235","IKCLMC_03871","PKJKAM_02376","ONMMKP_03869"
"GEGEGB_03051","persistent","exodeoxyribonuclease V subunit beta","13","13","1.0","NA","NA","","","","3545","3545","3545.0","GEGEGB_03051","LNHIMF_03035","BEJGEH_03002","HFCAGB_03214","AJBGEP_03163","ODDLKH_03424","OEKLIE_01694","ALJMDI_02762","PAPNPA_03105","BENMGJ_02237","IKCLMC_03869","PKJKAM_02374","ONMMKP_03867"
"GEGEGB_03052","persistent","pitrilysin","13","13","1.0","NA","NA","","","","2888","2888","2888.0","GEGEGB_03052","LNHIMF_03036","BEJGEH_03003","HFCAGB_03215","AJBGEP_03164","ODDLKH_03425","OEKLIE_01695","ALJMDI_02763","PAPNPA_03106","BENMGJ_02238","IKCLMC_03868","PKJKAM_02373","ONMMKP_03866"
"GEGEGB_03053","persistent","exodeoxyribonuclease V subunit gamma","13","13","1.0","NA","NA","","","","3371","3371","3371.0","GEGEGB_03053","LNHIMF_03037","BEJGEH_03004","HFCAGB_03216","AJBGEP_03165","ODDLKH_03426","OEKLIE_01696","ALJMDI_02764","PAPNPA_03107","BENMGJ_02239","IKCLMC_03867","PKJKAM_02372","ONMMKP_03865"
"GEGEGB_03055","persistent","DUF2509 domain-containing protein","13","13","1.0","NA","NA","","","","407","407","407.0","GEGEGB_03055","LNHIMF_03039","BEJGEH_03006","HFCAGB_03218","AJBGEP_03167","ODDLKH_03428","OEKLIE_01698","ALJMDI_02766","PAPNPA_03109","BENMGJ_02241","IKCLMC_03865","PKJKAM_02370","ONMMKP_03863"
"GEGEGB_03057","persistent","prepilin peptidase-dependent protein","13","13","1.0","NA","NA","","","","470","470","470.0","GEGEGB_03057","LNHIMF_03041","BEJGEH_03008","HFCAGB_03220","AJBGEP_03169","ODDLKH_03430","OEKLIE_01700","ALJMDI_02768","PAPNPA_03111","BENMGJ_02243","IKCLMC_03863","PKJKAM_02368","ONMMKP_03861"
"GEGEGB_03061","persistent","prolipoprotein diacylglyceryl transferase","13","13","1.0","NA","NA","","","","875","875","875.0","GEGEGB_03061","LNHIMF_03043","BEJGEH_03010","HFCAGB_03222","AJBGEP_03171","ODDLKH_03432","OEKLIE_01702","ALJMDI_02770","PAPNPA_03113","BENMGJ_02245","IKCLMC_03861","PKJKAM_02366","ONMMKP_03859"
"GEGEGB_03062","persistent","phosphoenolpyruvate--protein phosphotransferase","13","13","1.0","NA","NA","","","","2246","2246","2246.0","GEGEGB_03062","LNHIMF_03044","BEJGEH_03011","HFCAGB_03223","AJBGEP_03172","ODDLKH_03433","OEKLIE_01703","ALJMDI_02771","PAPNPA_03114","BENMGJ_02246","IKCLMC_03860","PKJKAM_02365","ONMMKP_03858"
"GEGEGB_03063","persistent","RNA pyrophosphohydrolase","13","13","1.0","NA","NA","","","","530","530","530.0","GEGEGB_03063","LNHIMF_03045","BEJGEH_03012","HFCAGB_03224","AJBGEP_03173","ODDLKH_03434","OEKLIE_01704","ALJMDI_02772","PAPNPA_03115","BENMGJ_02247","IKCLMC_03859","PKJKAM_02364","ONMMKP_03857"
"GEGEGB_03064","persistent","DNA mismatch repair endonuclease MutH","13","13","1.0","NA","NA","","","","695","695","695.0","GEGEGB_03064","LNHIMF_03046","BEJGEH_03013","HFCAGB_03225","AJBGEP_03174","ODDLKH_03435","OEKLIE_01705","ALJMDI_02773","PAPNPA_03116","BENMGJ_02248","IKCLMC_03858","PKJKAM_02363","ONMMKP_03856"
"GEGEGB_03065","persistent","UPF0053 inner membrane protein YgdQ","13","13","1.0","NA","NA","","","","713","713","713.0","GEGEGB_03065","LNHIMF_03047","BEJGEH_03014","HFCAGB_03226","AJBGEP_03175","ODDLKH_03436","OEKLIE_01706","ALJMDI_02774","PAPNPA_03117","BENMGJ_02249","IKCLMC_03857","PKJKAM_02362","ONMMKP_03855"
"BEJGEH_00257","persistent","Secreted chitinase","13","16","1.23","NA","NA","","","","92","1763","1408.81","GEGEGB_00252" "GEGEGB_00251","LNHIMF_00244" "LNHIMF_00243","BEJGEH_00257","HFCAGB_00247","AJBGEP_00247","ODDLKH_00720","OEKLIE_04833","ALJMDI_04269","PAPNPA_03747","BENMGJ_00279","IKCLMC_02963","PKJKAM_00150","ONMMKP_01928" "ONMMKP_01929"
"BEJGEH_00291","cloud","DUF4102 domain-containing protein","1","1","1.0","NA","NA","","","","362","362","362.0","","","BEJGEH_00291","","","","","","","","","",""
"BEJGEH_00292","cloud","Putative integrase N-terminal domain-containing protein","1","1","1.0","NA","NA","","","","269","269","269.0","","","BEJGEH_00292","","","","","","","","","",""
"BEJGEH_00293","cloud","Type VI secretion system tip protein VgrG","1","1","1.0","NA","NA","","","","485","485","485.0","","","BEJGEH_00293","","","","","","","","","",""
"BEJGEH_00294","cloud","Ankyrin repeat domain-containing protein","1","1","1.0","NA","NA","","","","671","671","671.0","","","BEJGEH_00294","","","","","","","","","",""
"BEJGEH_00295","cloud","Transposase IS66 central domain-containing protein","1","1","1.0","NA","NA","","","","284","284","284.0","","","BEJGEH_00295","","","","","","","","","",""
"GEGEGB_01744","persistent","acyl-CoA thioester hydrolase YciA","13","13","1.0","NA","NA","","","","401","401","401.0","GEGEGB_01744","LNHIMF_01807","BEJGEH_01330","HFCAGB_01541","AJBGEP_01829","ODDLKH_02227","OEKLIE_00666","ALJMDI_03566","PAPNPA_04099","BENMGJ_03638","IKCLMC_04431","PKJKAM_04441","ONMMKP_00300"
"GEGEGB_01746","persistent","YciI family protein","13","13","1.0","NA","NA","","","","296","296","296.0","GEGEGB_01746","LNHIMF_01809","BEJGEH_01328","HFCAGB_01539","AJBGEP_01831","ODDLKH_02229","OEKLIE_00668","ALJMDI_03568","PAPNPA_04101","BENMGJ_03640","IKCLMC_04429","PKJKAM_04439","ONMMKP_00298"
"GEGEGB_01747","persistent","Uncharacterized protein YciY","13","13","1.0","NA","NA","","","","173","173","173.0","GEGEGB_01747","LNHIMF_01810","BEJGEH_01327","HFCAGB_01538","AJBGEP_01832","ODDLKH_02230","OEKLIE_00669","ALJMDI_03569","PAPNPA_04102","BENMGJ_03641","IKCLMC_04428","PKJKAM_04438","ONMMKP_00297"
"GEGEGB_01748","persistent","cardiolipin synthase ClsA","13","13","1.0","NA","NA","","","","1460","1460","1460.0","GEGEGB_01748","LNHIMF_01811","BEJGEH_01326","HFCAGB_01537","AJBGEP_01833","ODDLKH_02231","OEKLIE_00670","ALJMDI_03570","PAPNPA_04103","BENMGJ_03642","IKCLMC_04427","PKJKAM_04437","ONMMKP_00296"
"GEGEGB_01749","persistent","HI1450 family dsDNA-mimic protein","13","13","1.0","NA","NA","","","","329","329","329.0","GEGEGB_01749","LNHIMF_01812","BEJGEH_01325","HFCAGB_01536","AJBGEP_01834","ODDLKH_02232","OEKLIE_00671","ALJMDI_03571","PAPNPA_04104","BENMGJ_03643","IKCLMC_04426","PKJKAM_04436","ONMMKP_00295"
"GEGEGB_01751","persistent","murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF","13","13","1.0","NA","NA","","","","1004","1004","1004.0","GEGEGB_01751","LNHIMF_01814","BEJGEH_01323","HFCAGB_01534","AJBGEP_01836","ODDLKH_02234","OEKLIE_00673","ALJMDI_03573","PAPNPA_04106","BENMGJ_03645","IKCLMC_04424","PKJKAM_04434","ONMMKP_00293"
"GEGEGB_01757","persistent","NAAT family transporter YchE","13","13","1.0","NA","NA","","","","647","647","647.0","GEGEGB_01757","LNHIMF_01819","BEJGEH_01318","HFCAGB_01529","AJBGEP_01841","ODDLKH_02239","OEKLIE_00678","ALJMDI_03578","PAPNPA_04111","BENMGJ_03650","IKCLMC_04419","PKJKAM_04429","ONMMKP_00288"
"GEGEGB_01758","persistent","bifunctional acetaldehyde-CoA/alcohol dehydrogenase","13","15","1.15","NA","NA","","","","2669","2678","2676.8","GEGEGB_01758","LNHIMF_01820","BEJGEH_01317","HFCAGB_01528","AJBGEP_01842","ODDLKH_02240","OEKLIE_00679","ALJMDI_03579","PAPNPA_03305" "PAPNPA_04112","BENMGJ_03651","IKCLMC_04418" "IKCLMC_01420","PKJKAM_04428","ONMMKP_00287"
"GEGEGB_01759","persistent","thymidine kinase","13","13","1.0","NA","NA","","","","617","617","617.0","GEGEGB_01759","LNHIMF_01821","BEJGEH_01316","HFCAGB_01527","AJBGEP_01843","ODDLKH_02241","OEKLIE_00680","ALJMDI_03580","PAPNPA_04113","BENMGJ_03652","IKCLMC_04417","PKJKAM_04427","ONMMKP_00286"
"GEGEGB_01760","persistent","histone-like nucleoid-structuring protein H-NS","13","13","1.0","NA","NA","","","","413","413","413.0","GEGEGB_01760","LNHIMF_01822","BEJGEH_01315","HFCAGB_01526","AJBGEP_01844","ODDLKH_02242","OEKLIE_00681","ALJMDI_03581","PAPNPA_04114","BENMGJ_03653","IKCLMC_04416","PKJKAM_04426","ONMMKP_00285"
"GEGEGB_01761","persistent","UTP--glucose-1-phosphate uridylyltransferase GalU","13","13","1.0","NA","NA","","","","908","908","908.0","GEGEGB_01761","LNHIMF_01823","BEJGEH_01314","HFCAGB_01525","AJBGEP_01845","ODDLKH_02243","OEKLIE_00682","ALJMDI_03582","PAPNPA_04115","BENMGJ_03654","IKCLMC_04415","PKJKAM_04425","ONMMKP_00284"
"GEGEGB_01762","persistent","two-component system response regulator RssB","13","13","1.0","NA","NA","","","","1013","1013","1013.0","GEGEGB_01762","LNHIMF_01824","BEJGEH_01313","HFCAGB_01524","AJBGEP_01846","ODDLKH_02244","OEKLIE_00683","ALJMDI_03583","PAPNPA_04116","BENMGJ_03655","IKCLMC_04414","PKJKAM_04424","ONMMKP_00283"
"GEGEGB_01765","persistent","formyltetrahydrofolate deformylase","13","13","1.0","NA","NA","","","","842","842","842.0","GEGEGB_01765","LNHIMF_01827","BEJGEH_01310","HFCAGB_01521","AJBGEP_01849","ODDLKH_02247","OEKLIE_00686","ALJMDI_03586","PAPNPA_04119","BENMGJ_03658","IKCLMC_04411","PKJKAM_04421","ONMMKP_00280"
"GEGEGB_01771","persistent","nitrate reductase subunit alpha","13","13","1.0","NA","NA","","","","3743","3743","3743.0","GEGEGB_01771","LNHIMF_01834","BEJGEH_01303","HFCAGB_01514","AJBGEP_01856","ODDLKH_02254","OEKLIE_01859","ALJMDI_03592","PAPNPA_00571","BENMGJ_03664","IKCLMC_04404","PKJKAM_04414","ONMMKP_00273"
"GEGEGB_01772","persistent","nitrate transporter NarK","13","13","1.0","NA","NA","","","","1397","1397","1397.0","GEGEGB_01772","LNHIMF_01835","BEJGEH_01302","HFCAGB_01513","AJBGEP_01857","ODDLKH_02255","OEKLIE_01860","ALJMDI_03593","PAPNPA_00572","BENMGJ_03665","IKCLMC_04403","PKJKAM_04413","ONMMKP_00272"
"GEGEGB_01776","persistent","Protein YchN","13","14","1.08","NA","NA","","","","353","353","353.0","GEGEGB_01776","LNHIMF_01839","BEJGEH_01298","HFCAGB_01509","AJBGEP_01861","ODDLKH_02259","OEKLIE_01864","ALJMDI_03597","PAPNPA_00576","BENMGJ_03669","IKCLMC_04399" "IKCLMC_00008","PKJKAM_04409","ONMMKP_00268"
"GEGEGB_01777","persistent","putative cation transport regulator ChaB","13","13","1.0","NA","NA","","","","230","230","230.0","GEGEGB_01777","LNHIMF_01840","BEJGEH_01297","HFCAGB_01508","AJBGEP_01862","ODDLKH_02260","OEKLIE_01865","ALJMDI_03598","PAPNPA_00577","BENMGJ_03670","IKCLMC_04398","PKJKAM_04408","ONMMKP_00267"
"GEGEGB_01781","persistent","NADP-dependent isocitrate dehydrogenase","13","13","1.0","NA","NA","","","","1250","1250","1250.0","GEGEGB_01781","LNHIMF_01280","BEJGEH_01856","HFCAGB_02060","AJBGEP_01241","ODDLKH_01645","OEKLIE_03015","ALJMDI_00522","PAPNPA_01130","BENMGJ_00816","IKCLMC_00884","PKJKAM_00511","ONMMKP_00899"
"GEGEGB_01783","persistent","Lysozyme inhibitor LprI-like N-terminal domain-containing protein","13","13","1.0","NA","NA","","","","329","329","329.0","GEGEGB_01783","LNHIMF_01278","BEJGEH_01858","HFCAGB_02062","AJBGEP_01239","ODDLKH_01643","OEKLIE_03017","ALJMDI_00520","PAPNPA_01128","BENMGJ_00814","IKCLMC_00882","PKJKAM_00513","ONMMKP_00901"
"GEGEGB_01784","persistent","Phosphatase NudJ","13","13","1.0","NA","NA","","","","461","461","461.0","GEGEGB_01784","LNHIMF_01277","BEJGEH_01859","HFCAGB_02063","AJBGEP_01238","ODDLKH_01642","OEKLIE_03018","ALJMDI_00519","PAPNPA_01127","BENMGJ_00813","IKCLMC_00881","PKJKAM_00514","ONMMKP_00902"
"GEGEGB_01785","persistent","tRNA 2-thiouridine(34) synthase MnmA","13","13","1.0","NA","NA","","","","1106","1106","1106.0","GEGEGB_01785","LNHIMF_01276","BEJGEH_01860","HFCAGB_02064","AJBGEP_01237","ODDLKH_01641","OEKLIE_03019","ALJMDI_00518","PAPNPA_01126","BENMGJ_00812","IKCLMC_00880","PKJKAM_00515","ONMMKP_00903"
"GEGEGB_01789","persistent","two-component system sensor histidine kinase PhoQ","13","13","1.0","NA","NA","","","","1463","1463","1463.0","GEGEGB_01789","LNHIMF_01272","BEJGEH_01864","HFCAGB_02068","AJBGEP_01233","ODDLKH_01637","OEKLIE_03023","ALJMDI_00514","PAPNPA_01122","BENMGJ_00808","IKCLMC_00876","PKJKAM_00519","ONMMKP_00907"
"GEGEGB_01794","persistent","spermidine/putrescine ABC transporter permease PotB","13","13","1.0","NA","NA","","","","863","863","863.0","GEGEGB_01794","LNHIMF_01267","BEJGEH_01869","HFCAGB_02073","AJBGEP_01226","ODDLKH_01632","OEKLIE_03030","ALJMDI_00509","PAPNPA_01117","BENMGJ_00803","IKCLMC_00871","PKJKAM_00524","ONMMKP_00912"
"GEGEGB_01796","persistent","spermidine/putrescine ABC transporter permease PotC","13","13","1.0","NA","NA","","","","779","779","779.0","GEGEGB_01796","LNHIMF_01265","BEJGEH_01871","HFCAGB_02075","AJBGEP_01224","ODDLKH_01630","OEKLIE_03032","ALJMDI_00507","PAPNPA_01115","BENMGJ_00801","IKCLMC_00869","PKJKAM_00526","ONMMKP_00914"
"GEGEGB_01797","persistent","spermidine/putrescine ABC transporter substrate-binding protein PotD","13","13","1.0","NA","NA","","","","1046","1046","1046.0","GEGEGB_01797","LNHIMF_01264","BEJGEH_01872","HFCAGB_02076","AJBGEP_01223","ODDLKH_01629","OEKLIE_03033","ALJMDI_00506","PAPNPA_01114","BENMGJ_00800","IKCLMC_00868","PKJKAM_00527","ONMMKP_00915"
"GEGEGB_01798","persistent","Sir2 family NAD+-dependent deacetylase","13","13","1.0","NA","NA","","","","821","821","821.0","GEGEGB_01798","LNHIMF_01263","BEJGEH_01873","HFCAGB_02077","AJBGEP_01222","ODDLKH_01628","OEKLIE_03034","ALJMDI_00505","PAPNPA_01113","BENMGJ_00799","IKCLMC_00867","PKJKAM_00528","ONMMKP_00916"
"GEGEGB_01799","persistent","N-acetylglucosamine kinase","13","13","1.0","NA","NA","","","","908","911","910.77","GEGEGB_01799","LNHIMF_01262","BEJGEH_01874","HFCAGB_02078","AJBGEP_01221","ODDLKH_01627","OEKLIE_03035","ALJMDI_00504","PAPNPA_01112","BENMGJ_00798","IKCLMC_00866","PKJKAM_00529","ONMMKP_00917"
"GEGEGB_01800","persistent","lipoprotein-releasing ABC transporter permease subunit LolE","13","13","1.0","NA","NA","","","","1244","1244","1244.0","GEGEGB_01800","LNHIMF_01261","BEJGEH_01875","HFCAGB_02079","AJBGEP_01220","ODDLKH_01626","OEKLIE_03036","ALJMDI_00503","PAPNPA_01111","BENMGJ_00797","IKCLMC_00865","PKJKAM_00530","ONMMKP_00918"
"GEGEGB_01801","persistent","lipoprotein-releasing ABC transporter ATP-binding protein LolD","13","13","1.0","NA","NA","","","","701","701","701.0","GEGEGB_01801","LNHIMF_01260","BEJGEH_01876","HFCAGB_02080","AJBGEP_01219","ODDLKH_01625","OEKLIE_03037","ALJMDI_00502","PAPNPA_01110","BENMGJ_00796","IKCLMC_00864","PKJKAM_00531","ONMMKP_00919"
"GEGEGB_01802","persistent","lipoprotein-releasing ABC transporter permease subunit LolC","13","13","1.0","NA","NA","","","","1199","1199","1199.0","GEGEGB_01802","LNHIMF_01259","BEJGEH_01877","HFCAGB_02081","AJBGEP_01218","ODDLKH_01624","OEKLIE_03038","ALJMDI_00501","PAPNPA_01109","BENMGJ_00795","IKCLMC_00863","PKJKAM_00532","ONMMKP_00920"
"GEGEGB_01805","persistent","multiple stress resistance protein BhsA","13","13","1.0","NA","NA","","","","257","257","257.0","GEGEGB_01805","LNHIMF_01256","BEJGEH_01880","HFCAGB_02084","AJBGEP_01215","ODDLKH_01621","OEKLIE_03041","ALJMDI_00498","PAPNPA_01106","BENMGJ_00791","IKCLMC_00860","PKJKAM_00535","ONMMKP_00923"
"GEGEGB_01807","persistent","Uncharacterized protein YcfJ","13","13","1.0","NA","NA","","","","539","539","539.0","GEGEGB_01807","LNHIMF_01254","BEJGEH_01882","HFCAGB_02086","AJBGEP_01213","ODDLKH_01619","OEKLIE_03043","ALJMDI_00496","PAPNPA_01104","BENMGJ_00789","IKCLMC_00858","PKJKAM_00537","ONMMKP_00925"
"GEGEGB_01808","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","125","125","125.0","GEGEGB_01808","","","","","","","","","","","",""
"GEGEGB_01809","persistent","NADH-quinone dehydrogenase","13","13","1.0","NA","NA","","","","1304","1304","1304.0","GEGEGB_01809","LNHIMF_01253","BEJGEH_01883","HFCAGB_02087","AJBGEP_01212","ODDLKH_01618","OEKLIE_03044","ALJMDI_00495","PAPNPA_01103","BENMGJ_00788","IKCLMC_00857","PKJKAM_00538","ONMMKP_00926"
"GEGEGB_01810","persistent","alpha/beta hydrolase YcfP","13","13","1.0","NA","NA","","","","542","542","542.0","GEGEGB_01810","LNHIMF_01252","BEJGEH_01884","HFCAGB_02088","AJBGEP_01211","ODDLKH_01617","OEKLIE_03045","ALJMDI_00494","PAPNPA_01102","BENMGJ_00787","IKCLMC_00856","PKJKAM_00539","ONMMKP_00927"
"GEGEGB_01811","persistent","beta-N-acetylhexosaminidase","13","13","1.0","NA","NA","","","","1025","1025","1025.0","GEGEGB_01811","LNHIMF_01251","BEJGEH_01885","HFCAGB_02089","AJBGEP_01210","ODDLKH_01616","OEKLIE_03046","ALJMDI_00493","PAPNPA_01101","BENMGJ_00786","IKCLMC_00855","PKJKAM_00540","ONMMKP_00928"
"GEGEGB_01812","persistent","thiamine kinase","13","13","1.0","NA","NA","","","","824","824","824.0","GEGEGB_01812","LNHIMF_01250","BEJGEH_01886","HFCAGB_02090","AJBGEP_01209","ODDLKH_01615","OEKLIE_03047","ALJMDI_00492","PAPNPA_01100","BENMGJ_00785","IKCLMC_00854","PKJKAM_00541","ONMMKP_00929"
"GEGEGB_01814","persistent","DUF1425 domain-containing protein","13","13","1.0","NA","NA","","","","374","374","374.0","GEGEGB_01814","LNHIMF_01248","BEJGEH_01888","HFCAGB_02092","AJBGEP_01207","ODDLKH_01613","OEKLIE_03049","ALJMDI_00490","PAPNPA_01098","BENMGJ_00783","IKCLMC_00852","PKJKAM_00543","ONMMKP_00931"
"GEGEGB_01815","persistent","purine nucleoside phosphoramidase","13","13","1.0","NA","NA","","","","377","377","377.0","GEGEGB_01815","LNHIMF_01247","BEJGEH_01889","HFCAGB_02093","AJBGEP_01206","ODDLKH_01612","OEKLIE_03050","ALJMDI_00489","PAPNPA_01097","BENMGJ_00782","IKCLMC_00851","PKJKAM_00544","ONMMKP_00932"
"GEGEGB_01818","persistent","PTS glucose transporter subunit IIBC","13","13","1.0","NA","NA","","","","1433","1433","1433.0","GEGEGB_01818","LNHIMF_01245","BEJGEH_01891","HFCAGB_02095","AJBGEP_01204","ODDLKH_01610","OEKLIE_03052","ALJMDI_00487","PAPNPA_01095","BENMGJ_00780","IKCLMC_00849","PKJKAM_00546","ONMMKP_00934"
"GEGEGB_01819","persistent","metal-dependent hydrolase","13","13","1.0","NA","NA","","","","797","797","797.0","GEGEGB_01819","LNHIMF_01244","BEJGEH_01892","HFCAGB_02096","AJBGEP_01203","ODDLKH_01609","OEKLIE_03053","ALJMDI_00486","PAPNPA_01094","BENMGJ_00779","IKCLMC_00848","PKJKAM_00547","ONMMKP_00935"
"GEGEGB_01820","persistent","DNA polymerase III subunit delta'","13","13","1.0","NA","NA","","","","1004","1004","1004.0","GEGEGB_01820","LNHIMF_01243","BEJGEH_01893","HFCAGB_02097","AJBGEP_01202","ODDLKH_01608","OEKLIE_03054","ALJMDI_00485","PAPNPA_01093","BENMGJ_00778","IKCLMC_00847","PKJKAM_00548","ONMMKP_00936"
"GEGEGB_01821","persistent","dTMP kinase","13","13","1.0","NA","NA","","","","641","641","641.0","GEGEGB_01821","LNHIMF_01242","BEJGEH_01894","HFCAGB_02098","AJBGEP_01201","ODDLKH_01607","OEKLIE_03055","ALJMDI_00484","PAPNPA_01092","BENMGJ_00777","IKCLMC_00846","PKJKAM_00549","ONMMKP_00937"
"GEGEGB_01823","persistent","aminodeoxychorismate lyase","13","13","1.0","NA","NA","","","","809","809","809.0","GEGEGB_01823","LNHIMF_01240","BEJGEH_01896","HFCAGB_02100","AJBGEP_01199","ODDLKH_01605","OEKLIE_03057","ALJMDI_00482","PAPNPA_01090","BENMGJ_00775","IKCLMC_00844","PKJKAM_00551","ONMMKP_00939"
"GEGEGB_01825","persistent","PTS glucose transporter subunit IIBC","12","12","1.0","NA","NA","","","","104","236","225.0","GEGEGB_01825","LNHIMF_01232","BEJGEH_01898","HFCAGB_02102","AJBGEP_01197","ODDLKH_01603","OEKLIE_03059","ALJMDI_00474","","BENMGJ_00773","IKCLMC_00842","PKJKAM_00553","ONMMKP_00941"
"GEGEGB_01826","persistent","3-oxoacyl-ACP reductase FabG","13","13","1.0","NA","NA","","","","734","734","734.0","GEGEGB_01826","LNHIMF_01231","BEJGEH_01899","HFCAGB_02103","AJBGEP_01196","ODDLKH_01602","OEKLIE_03060","ALJMDI_00473","PAPNPA_00033","BENMGJ_00021","IKCLMC_00841","PKJKAM_00554","ONMMKP_00942"
"GEGEGB_01827","persistent","ACP S-malonyltransferase","13","13","1.0","NA","NA","","","","929","929","929.0","GEGEGB_01827","LNHIMF_01230","BEJGEH_01900","HFCAGB_02104","AJBGEP_01195","ODDLKH_01601","OEKLIE_03061","ALJMDI_00472","PAPNPA_00034","BENMGJ_00022","IKCLMC_00840","PKJKAM_00555","ONMMKP_00943"
"GEGEGB_01829","persistent","phosphate acyltransferase PlsX","12","12","1.0","NA","NA","","","","1049","1049","1049.0","GEGEGB_01829","LNHIMF_01228","BEJGEH_01902","HFCAGB_02106","AJBGEP_01193","ODDLKH_01599","OEKLIE_01250","ALJMDI_00470","PAPNPA_00036","BENMGJ_00024","IKCLMC_00838","","ONMMKP_00945"
"GEGEGB_01830","persistent","50S ribosomal protein L32","13","13","1.0","NA","NA","","","","173","173","173.0","GEGEGB_01830","LNHIMF_01227","BEJGEH_01903","HFCAGB_02107","AJBGEP_01192","ODDLKH_01598","OEKLIE_01249","ALJMDI_00469","PAPNPA_00037","BENMGJ_00025","IKCLMC_00837","PKJKAM_00018","ONMMKP_00946"
"GEGEGB_01831","persistent","23S rRNA accumulation protein YceD","12","12","1.0","NA","NA","","","","521","521","521.0","GEGEGB_01831","LNHIMF_01226","BEJGEH_01904","HFCAGB_02108","AJBGEP_01191","ODDLKH_01597","OEKLIE_01248","ALJMDI_00468","PAPNPA_00038","BENMGJ_00026","IKCLMC_00836","","ONMMKP_00947"
"GEGEGB_01839","persistent","flagellar hook-associated protein FlgK","13","13","1.0","NA","NA","","","","1661","1661","1661.0","GEGEGB_01839","LNHIMF_01218","BEJGEH_01911","HFCAGB_02117","AJBGEP_01183","ODDLKH_01589","OEKLIE_01240","ALJMDI_00460","PAPNPA_00406","BENMGJ_00519","IKCLMC_00828","PKJKAM_00560","ONMMKP_00955"
"GEGEGB_01840","persistent","flagellar assembly peptidoglycan hydrolase FlgJ","13","13","1.0","NA","NA","","","","950","950","950.0","GEGEGB_01840","LNHIMF_01217","BEJGEH_01912","HFCAGB_02118","AJBGEP_01182","ODDLKH_01588","OEKLIE_01239","ALJMDI_00459","PAPNPA_00405","BENMGJ_00518","IKCLMC_00827","PKJKAM_00561","ONMMKP_00956"
"GEGEGB_01841","persistent","Flagellar P-ring protein","13","13","1.0","NA","NA","","","","1097","1097","1097.0","GEGEGB_01841","LNHIMF_01216","BEJGEH_01913","HFCAGB_02119","AJBGEP_01181","ODDLKH_01587","OEKLIE_01238","ALJMDI_00458","PAPNPA_00404","BENMGJ_00517","IKCLMC_00826","PKJKAM_00562","ONMMKP_00957"
"GEGEGB_01842","persistent","flagellar basal body L-ring protein FlgH","13","13","1.0","NA","NA","","","","665","665","665.0","GEGEGB_01842","LNHIMF_01215","BEJGEH_01914","HFCAGB_02120","AJBGEP_01180","ODDLKH_01586","OEKLIE_01237","ALJMDI_00457","PAPNPA_00403","BENMGJ_00516","IKCLMC_00825","PKJKAM_00563","ONMMKP_00958"
