persistent_family	duplication_ratio	mean_presence	is_single_copy_marker
LNHIMF_00947	0.0	1.0	True
LNHIMF_00949	0.0	1.0	True
LNHIMF_00951	0.0	1.077	True
LNHIMF_00956	0.0	1.0	True
LNHIMF_00963	0.0	1.0	True
LNHIMF_00969	0.0	1.0	True
LNHIMF_00971	0.0	1.0	True
LNHIMF_00973	0.0	1.0	True
LNHIMF_00974	0.0	1.0	True
LNHIMF_00980	0.0	1.0	True
LNHIMF_00998	0.0	1.0	True
LNHIMF_00999	0.0	1.0	True
LNHIMF_01002	0.0	1.0	True
LNHIMF_01004	0.0	1.0	True
LNHIMF_01008	0.0	1.0	True
LNHIMF_01009	0.0	1.0	True
LNHIMF_01010	0.0	1.0	True
LNHIMF_01015	0.0	1.0	True
LNHIMF_01016	0.0	1.0	True
LNHIMF_01020	0.0	1.0	True
LNHIMF_01026	0.0	1.0	True
LNHIMF_01027	0.0	1.0	True
LNHIMF_01029	0.0	1.0	True
LNHIMF_01030	0.0	1.0	True
LNHIMF_01032	0.0	1.0	True
LNHIMF_01033	0.0	1.0	True
LNHIMF_01038	0.0	1.0	True
LNHIMF_01041	0.0	1.0	True
LNHIMF_01045	0.0	1.0	True
LNHIMF_01048	0.0	1.0	True
LNHIMF_01050	0.0	1.0	True
LNHIMF_01054	0.0	1.0	True
LNHIMF_01057	0.0	1.0	True
LNHIMF_01061	0.0	1.0	True
LNHIMF_01064	0.0	1.0	True
LNHIMF_01065	0.0	1.0	True
LNHIMF_01078	0.0	1.0	True
LNHIMF_01084	0.0	1.0	True
LNHIMF_01086	0.0	1.0	True
LNHIMF_01090	0.0	1.154	True
LNHIMF_01091	0.0	1.0	True
LNHIMF_01092	0.0	1.0	True
LNHIMF_01094	0.0	1.0	True
LNHIMF_01095	0.0	1.0	True
LNHIMF_01105	0.0	1.0	True
LNHIMF_01113	0.0	1.0	True
LNHIMF_01115	0.0	1.077	True
LNHIMF_01121	0.0	1.0	True
LNHIMF_01124	0.0	1.0	True
LNHIMF_01125	0.0	1.0	True
LNHIMF_01128	0.0	1.0	True
LNHIMF_01129	0.0	1.0	True
LNHIMF_01130	0.0	1.0	True
LNHIMF_01131	0.0	1.0	True
LNHIMF_01135	0.0	1.077	True
LNHIMF_01139	0.0	1.0	True
LNHIMF_01140	0.0	1.0	True
LNHIMF_01142	0.0	1.0	True
LNHIMF_01145	0.0	1.0	True
LNHIMF_01146	0.0	1.077	True
LNHIMF_01147	0.0	1.0	True
LNHIMF_01148	0.0	1.0	True
LNHIMF_01149	0.0	1.0	True
LNHIMF_01151	0.0	1.0	True
LNHIMF_01153	0.0	1.0	True
LNHIMF_01155	0.0	1.077	True
LNHIMF_01157	0.0	1.0	True
LNHIMF_01165	0.0	1.0	True
LNHIMF_01166	0.0	1.091	True
LNHIMF_01169	0.0	1.077	True
LNHIMF_01176	0.0	1.0	True
LNHIMF_01178	0.0	1.0	True
LNHIMF_01186	0.0	1.0	True
LNHIMF_01190	0.0	1.0	True
LNHIMF_01191	0.0	1.0	True
LNHIMF_01195	0.0	1.0	True
LNHIMF_01196	0.0	1.0	True
LNHIMF_01197	0.0	1.0	True
LNHIMF_01198	0.0	1.0	True
LNHIMF_01199	0.0	1.0	True
LNHIMF_01201	0.0	1.0	True
LNHIMF_01202	0.0	1.0	True
LNHIMF_01204	0.0	1.0	True
LNHIMF_01205	0.0	1.0	True
LNHIMF_01207	0.0	1.0	True
LNHIMF_01209	0.0	1.0	True
LNHIMF_01213	0.0	1.0	True
LNHIMF_01219	0.0	1.0	True
LNHIMF_01221	0.0	1.0	True
LNHIMF_01223	0.0	1.0	True
LNHIMF_01224	0.0	1.0	True
LNHIMF_01229	0.0	1.0	True
LNHIMF_01233	0.0	1.0	True
LNHIMF_01249	0.0	1.0	True
LNHIMF_01255	0.0	1.0	True
LNHIMF_01257	0.0	1.0	True
LNHIMF_01266	0.0	1.0	True
LNHIMF_01268	0.0	1.0	True
LNHIMF_01269	0.0	1.0	True
LNHIMF_01271	0.0	1.0	True
LNHIMF_01273	0.0	1.0	True
LNHIMF_01275	0.0	1.0	True
LNHIMF_01279	0.0	1.0	True
LNHIMF_01289	0.0	1.0	True
LNHIMF_01296	0.0	1.0	True
LNHIMF_01299	0.0	1.077	True
LNHIMF_01302	0.0	1.0	True
LNHIMF_01312	0.0	1.0	True
LNHIMF_01314	0.0	1.0	True
LNHIMF_01315	0.0	1.0	True
LNHIMF_01316	0.0	1.0	True
LNHIMF_01320	0.0	1.0	True
LNHIMF_01326	0.0	1.0	True
LNHIMF_01327	0.0	1.0	True
LNHIMF_01331	0.0	1.0	True
LNHIMF_01334	0.0	1.0	True
LNHIMF_01336	0.0	1.0	True
LNHIMF_01338	0.0	1.077	True
LNHIMF_01342	0.0	1.0	True
LNHIMF_01343	0.0	1.0	True
LNHIMF_01346	0.0	1.0	True
LNHIMF_01348	0.0	1.0	True
LNHIMF_01349	0.0	1.0	True
LNHIMF_01350	0.0	1.0	True
LNHIMF_01353	0.0	1.077	True
LNHIMF_01356	0.0	1.0	True
LNHIMF_01358	0.0	1.0	True
LNHIMF_01366	0.0	1.0	True
LNHIMF_01367	0.0	1.0	True
LNHIMF_01368	0.0	1.0	True
LNHIMF_01370	0.0	1.0	True
LNHIMF_01371	0.0	1.0	True
LNHIMF_01372	0.0	1.0	True
LNHIMF_01376	0.0	1.0	True
LNHIMF_01380	0.0	1.0	True
LNHIMF_01387	0.0	1.0	True
LNHIMF_01390	0.0	1.0	True
LNHIMF_01393	0.0	1.0	True
LNHIMF_01397	0.0	1.0	True
LNHIMF_01400	0.0	1.0	True
LNHIMF_01404	0.0	1.0	True
LNHIMF_01405	0.0	1.0	True
LNHIMF_01406	0.0	1.0	True
LNHIMF_01407	0.0	1.0	True
LNHIMF_01408	0.0	1.0	True
LNHIMF_01409	0.0	1.0	True
LNHIMF_01410	0.0	1.0	True
LNHIMF_01412	0.0	1.0	True
LNHIMF_01414	0.0	1.0	True
LNHIMF_01415	0.0	1.0	True
LNHIMF_01417	0.0	1.0	True
LNHIMF_01419	0.0	1.0	True
LNHIMF_01421	0.0	1.0	True
LNHIMF_01422	0.0	1.0	True
LNHIMF_01423	0.0	1.0	True
LNHIMF_01426	0.0	1.0	True
LNHIMF_01430	0.0	1.0	True
LNHIMF_01432	0.0	1.0	True
LNHIMF_01435	0.0	1.0	True
LNHIMF_01443	0.0	1.0	True
LNHIMF_01445	0.0	1.0	True
LNHIMF_01450	0.0	1.0	True
LNHIMF_01451	0.0	1.0	True
LNHIMF_01454	0.0	1.0	True
LNHIMF_01456	0.0	1.0	True
LNHIMF_01459	0.0	1.0	True
LNHIMF_01463	0.0	1.0	True
LNHIMF_01464	0.0	1.0	True
LNHIMF_01465	0.0	1.0	True
LNHIMF_01467	0.0	1.0	True
LNHIMF_01469	0.0	1.0	True
LNHIMF_01470	0.0	1.0	True
LNHIMF_01479	0.0	1.0	True
LNHIMF_01491	0.0	1.0	True
LNHIMF_01494	0.0	1.0	True
LNHIMF_01500	0.0	1.0	True
LNHIMF_01503	0.0	1.077	True
LNHIMF_01504	0.0	1.0	True
LNHIMF_01506	0.0	1.0	True
LNHIMF_01523	0.0	1.0	True
LNHIMF_01524	0.0	1.0	True
LNHIMF_01525	0.0	1.0	True
LNHIMF_01526	0.0	1.0	True
LNHIMF_01527	0.0	1.0	True
LNHIMF_01528	0.0	1.0	True
LNHIMF_01531	0.0	1.0	True
LNHIMF_01540	0.0	1.0	True
LNHIMF_01541	0.0	1.0	True
LNHIMF_01542	0.0	1.0	True
LNHIMF_01543	0.0	1.0	True
LNHIMF_01548	0.0	1.0	True
LNHIMF_01549	0.0	1.0	True
LNHIMF_01552	0.0	1.077	True
LNHIMF_01553	0.0	1.0	True
LNHIMF_01555	0.0	1.0	True
LNHIMF_01557	0.0	1.0	True
LNHIMF_01558	0.0	1.0	True
LNHIMF_01565	0.0	1.0	True
LNHIMF_01567	0.0	1.0	True
LNHIMF_01568	0.0	1.0	True
LNHIMF_01571	0.0	1.077	True
LNHIMF_01578	0.0	1.0	True
LNHIMF_01579	0.0	1.0	True
LNHIMF_01580	0.0	1.0	True
LNHIMF_01583	0.0	1.0	True
LNHIMF_01585	0.0	1.0	True
LNHIMF_01586	0.0	1.0	True
LNHIMF_01588	0.0	1.0	True
LNHIMF_01590	0.0	1.0	True
LNHIMF_01593	0.0	1.077	True
LNHIMF_01594	0.0	1.0	True
LNHIMF_01598	0.0	1.0	True
LNHIMF_01600	0.0	1.0	True
LNHIMF_01602	0.0	1.0	True
LNHIMF_01603	0.0	1.0	True
LNHIMF_01605	0.0	1.0	True
LNHIMF_01606	0.0	1.0	True
LNHIMF_01615	0.0	1.0	True
LNHIMF_01616	0.0	1.0	True
LNHIMF_01619	0.0	1.0	True
LNHIMF_01620	0.0	1.0	True
LNHIMF_01621	0.0	1.0	True
LNHIMF_01630	0.0	1.0	True
LNHIMF_01631	0.0	1.0	True
LNHIMF_01632	0.0	1.077	True
LNHIMF_01635	0.0	1.0	True
LNHIMF_01636	0.0	1.0	True
LNHIMF_01638	0.0	1.0	True
LNHIMF_01642	0.0	1.0	True
LNHIMF_01644	0.0	1.0	True
LNHIMF_01645	0.0	1.0	True
LNHIMF_01649	0.0	1.0	True
LNHIMF_01651	0.0	1.0	True
LNHIMF_01652	0.0	1.0	True
LNHIMF_01654	0.0	1.0	True
LNHIMF_01657	0.0	1.0	True
LNHIMF_01659	0.0	1.0	True
LNHIMF_01660	0.0	1.0	True
LNHIMF_01661	0.0	1.0	True
LNHIMF_01665	0.0	1.0	True
LNHIMF_01667	0.0	1.0	True
LNHIMF_01668	0.0	1.0	True
LNHIMF_01669	0.0	1.0	True
LNHIMF_01670	0.0	1.0	True
LNHIMF_01671	0.0	1.0	True
LNHIMF_01673	0.0	1.0	True
LNHIMF_01676	0.0	1.0	True
LNHIMF_01682	0.0	1.0	True
LNHIMF_01684	0.0	1.0	True
LNHIMF_01685	0.0	1.0	True
LNHIMF_01686	0.0	1.0	True
LNHIMF_01687	0.0	1.0	True
LNHIMF_01688	0.0	1.0	True
LNHIMF_01689	0.0	1.0	True
LNHIMF_01690	0.0	1.167	True
LNHIMF_01691	0.0	1.0	True
LNHIMF_01692	0.0	1.0	True
LNHIMF_01695	0.0	1.0	True
LNHIMF_01697	0.0	1.0	True
LNHIMF_01701	0.0	1.077	True
LNHIMF_01703	0.0	1.0	True
LNHIMF_01706	0.0	1.0	True
LNHIMF_01720	0.0	1.0	True
LNHIMF_01721	0.0	1.0	True
LNHIMF_01722	0.0	1.0	True
LNHIMF_01724	0.0	1.0	True
LNHIMF_01725	0.0	1.0	True
LNHIMF_01729	0.0	1.0	True
LNHIMF_01731	0.0	1.0	True
LNHIMF_01733	0.0	1.0	True
LNHIMF_01734	0.0	1.0	True
LNHIMF_01735	0.0	1.0	True
LNHIMF_01741	0.0	1.0	True
LNHIMF_01742	0.0	1.0	True
LNHIMF_01745	0.0	1.0	True
LNHIMF_01746	0.0	1.0	True
LNHIMF_01748	0.0	1.0	True
LNHIMF_01752	0.0	1.0	True
LNHIMF_01755	0.0	1.0	True
LNHIMF_01756	0.0	1.0	True
LNHIMF_01764	0.0	1.0	True
LNHIMF_01765	0.0	1.077	True
LNHIMF_01769	0.0	1.0	True
LNHIMF_01770	0.0	1.0	True
LNHIMF_01773	0.0	1.0	True
LNHIMF_01780	0.0	1.0	True
LNHIMF_01787	0.0	1.0	True
LNHIMF_01789	0.0	1.0	True
LNHIMF_01794	0.0	1.0	True
LNHIMF_01802	0.0	1.0	True
LNHIMF_01808	0.0	1.0	True
LNHIMF_01813	0.0	1.0	True
LNHIMF_01815	0.0	1.0	True
LNHIMF_01816	0.0	1.077	True
LNHIMF_01825	0.0	1.0	True
LNHIMF_01831	0.0	1.0	True
LNHIMF_01832	0.0	1.0	True
LNHIMF_01836	0.0	1.0	True
LNHIMF_01837	0.0	1.0	True
LNHIMF_01841	0.0	1.0	True
LNHIMF_01845	0.0	1.0	True
LNHIMF_01848	0.0	1.0	True
LNHIMF_01852	0.0	1.0	True
LNHIMF_01857	0.0	1.077	True
LNHIMF_01859	0.0	1.0	True
LNHIMF_01863	0.0	1.0	True
LNHIMF_01864	0.0	1.0	True
LNHIMF_01866	0.0	1.0	True
LNHIMF_01867	0.0	1.077	True
LNHIMF_01869	0.0	1.0	True
LNHIMF_01873	0.0	1.0	True
LNHIMF_01874	0.0	1.0	True
LNHIMF_01876	0.0	1.0	True
LNHIMF_01882	0.0	1.0	True
LNHIMF_01884	0.0	1.0	True
LNHIMF_01886	0.0	1.0	True
LNHIMF_01894	0.0	1.0	True
LNHIMF_01897	0.0	1.0	True
LNHIMF_01899	0.0	1.0	True
LNHIMF_01900	0.0	1.0	True
LNHIMF_01906	0.0	1.0	True
LNHIMF_01912	0.0	1.0	True
LNHIMF_01917	0.0	1.0	True
LNHIMF_01918	0.0	1.0	True
LNHIMF_01920	0.0	1.0	True
LNHIMF_01926	0.0	1.0	True
LNHIMF_01927	0.0	1.0	True
LNHIMF_01928	0.0	1.0	True
LNHIMF_01950	0.0	1.0	True
LNHIMF_01951	0.0	1.0	True
LNHIMF_01953	0.0	1.0	True
LNHIMF_01956	0.0	1.0	True
LNHIMF_01960	0.0	1.0	True
LNHIMF_01962	0.0	1.0	True
LNHIMF_01966	0.0	1.0	True
LNHIMF_01967	0.0	1.0	True
LNHIMF_01968	0.0	1.0	True
LNHIMF_01971	0.0	1.0	True
LNHIMF_01973	0.0	1.0	True
LNHIMF_01977	0.0	1.0	True
LNHIMF_01984	0.0	1.0	True
LNHIMF_01985	0.0	1.0	True
LNHIMF_01987	0.0	1.077	True
LNHIMF_01988	0.0	1.077	True
LNHIMF_01993	0.0	1.0	True
LNHIMF_01996	0.0	1.0	True
LNHIMF_01997	0.0	1.0	True
LNHIMF_01998	0.0	1.0	True
LNHIMF_02000	0.0	1.0	True
LNHIMF_02001	0.0	1.0	True
LNHIMF_02002	0.0	1.0	True
LNHIMF_02004	0.0	1.0	True
LNHIMF_02009	0.0	1.0	True
LNHIMF_02014	0.0	1.0	True
LNHIMF_02016	0.0	1.0	True
LNHIMF_02017	0.0	1.0	True
LNHIMF_02018	0.0	1.0	True
LNHIMF_02027	0.0	1.077	True
LNHIMF_02030	0.0	1.0	True
LNHIMF_02034	0.0	1.077	True
LNHIMF_02037	0.0	1.0	True
LNHIMF_02039	0.0	1.0	True
LNHIMF_02041	0.0	1.0	True
LNHIMF_02043	0.0	1.0	True
LNHIMF_02044	0.0	1.0	True
LNHIMF_02047	0.0	1.0	True
LNHIMF_02049	0.0	1.0	True
LNHIMF_02050	0.0	1.0	True
LNHIMF_02052	0.0	1.0	True
LNHIMF_02056	0.0	1.0	True
LNHIMF_02057	0.0	1.0	True
LNHIMF_02067	0.0	1.0	True
LNHIMF_02068	0.0	1.0	True
LNHIMF_02071	0.0	1.077	True
LNHIMF_02073	0.0	1.0	True
LNHIMF_02074	0.091	1.182	False
LNHIMF_02081	0.0	1.0	True
LNHIMF_02095	0.0	1.0	True
LNHIMF_02096	0.0	1.0	True
LNHIMF_02097	0.0	1.0	True
LNHIMF_02098	0.0	1.0	True
LNHIMF_02100	0.0	1.0	True
LNHIMF_02102	0.0	1.0	True
LNHIMF_02103	0.0	1.077	True
LNHIMF_02106	0.0	1.0	True
LNHIMF_02110	0.0	1.0	True
LNHIMF_02112	0.0	1.0	True
LNHIMF_02113	0.0	1.0	True
LNHIMF_02114	0.0	1.0	True
LNHIMF_02115	0.0	1.0	True
LNHIMF_02116	0.0	1.0	True
LNHIMF_02118	0.0	1.0	True
LNHIMF_02122	0.0	1.0	True
LNHIMF_02123	0.0	1.0	True
LNHIMF_02124	0.0	1.0	True
LNHIMF_02128	0.0	1.0	True
LNHIMF_02129	0.0	1.0	True
LNHIMF_02130	0.0	1.0	True
LNHIMF_02132	0.0	1.077	True
LNHIMF_02135	0.0	1.0	True
LNHIMF_02137	0.0	1.0	True
LNHIMF_02138	0.0	1.0	True
LNHIMF_02139	0.0	1.0	True
LNHIMF_02141	0.0	1.0	True
LNHIMF_02143	0.0	1.077	True
LNHIMF_02146	0.0	1.0	True
LNHIMF_02213	0.0	1.0	True
LNHIMF_02215	0.0	1.0	True
LNHIMF_02216	0.0	1.0	True
LNHIMF_02217	0.0	1.0	True
LNHIMF_02221	0.0	1.0	True
LNHIMF_02223	0.0	1.0	True
LNHIMF_02224	0.0	1.0	True
LNHIMF_02225	0.0	1.0	True
LNHIMF_02237	0.0	1.0	True
LNHIMF_02238	0.0	1.0	True
LNHIMF_02242	0.0	1.0	True
LNHIMF_02243	0.0	1.0	True
LNHIMF_02246	0.0	1.0	True
LNHIMF_02247	0.0	1.0	True
LNHIMF_02248	0.0	1.0	True
LNHIMF_02249	0.0	1.0	True
LNHIMF_02250	0.0	1.0	True
LNHIMF_02254	0.0	1.0	True
LNHIMF_02255	0.0	1.0	True
LNHIMF_02256	0.0	1.0	True
LNHIMF_02259	0.0	1.0	True
LNHIMF_02263	0.0	1.0	True
LNHIMF_02264	0.0	1.0	True
LNHIMF_02265	0.0	1.0	True
LNHIMF_02267	0.0	1.0	True
LNHIMF_02270	0.0	1.077	True
LNHIMF_02272	0.0	1.077	True
LNHIMF_02274	0.0	1.0	True
LNHIMF_02275	0.0	1.0	True
LNHIMF_02277	0.0	1.0	True
LNHIMF_02279	0.0	1.0	True
LNHIMF_02280	0.0	1.0	True
LNHIMF_02283	0.0	1.0	True
LNHIMF_02286	0.0	1.0	True
LNHIMF_02287	0.0	1.0	True
LNHIMF_02288	0.0	1.0	True
LNHIMF_02302	0.0	1.0	True
LNHIMF_02303	0.0	1.0	True
LNHIMF_02306	0.0	1.0	True
LNHIMF_02307	0.0	1.0	True
LNHIMF_02308	0.0	1.0	True
LNHIMF_02309	0.0	1.0	True
LNHIMF_02313	0.0	1.0	True
LNHIMF_02315	0.0	1.0	True
LNHIMF_02323	0.0	1.0	True
LNHIMF_02333	0.0	1.0	True
LNHIMF_02337	0.0	1.0	True
LNHIMF_02338	0.0	1.154	True
LNHIMF_02339	0.0	1.077	True
LNHIMF_02340	0.0	1.0	True
LNHIMF_02341	0.0	1.0	True
LNHIMF_02345	0.0	1.0	True
LNHIMF_02347	0.0	1.077	True
LNHIMF_02348	0.0	1.077	True
LNHIMF_02350	0.0	1.0	True
LNHIMF_02371	0.0	1.0	True
LNHIMF_02380	0.0	1.0	True
LNHIMF_02390	0.0	1.0	True
LNHIMF_02396	0.0	1.0	True
LNHIMF_02399	0.0	1.0	True
LNHIMF_02400	0.0	1.0	True
LNHIMF_02401	0.0	1.0	True
LNHIMF_02405	0.0	1.0	True
LNHIMF_02407	0.0	1.0	True
LNHIMF_02408	0.0	1.0	True
LNHIMF_02409	0.0	1.0	True
LNHIMF_02410	0.0	1.0	True
LNHIMF_02413	0.0	1.0	True
LNHIMF_02414	0.0	1.0	True
LNHIMF_02419	0.0	1.0	True
LNHIMF_02420	0.0	1.0	True
LNHIMF_02421	0.0	1.0	True
LNHIMF_02422	0.0	1.0	True
LNHIMF_02423	0.0	1.0	True
LNHIMF_02424	0.0	1.0	True
LNHIMF_02428	0.0	1.0	True
LNHIMF_02431	0.0	1.0	True
LNHIMF_02435	0.0	1.0	True
LNHIMF_02436	0.0	1.0	True
LNHIMF_02438	0.0	1.0	True
LNHIMF_02439	0.0	1.0	True
LNHIMF_02440	0.0	1.0	True
LNHIMF_02442	0.0	1.0	True
LNHIMF_02443	0.0	1.0	True
LNHIMF_02444	0.0	1.0	True
LNHIMF_02445	0.0	1.0	True
LNHIMF_02447	0.0	1.077	True
LNHIMF_02448	0.0	1.0	True
LNHIMF_02449	0.0	1.0	True
LNHIMF_02453	0.0	1.0	True
LNHIMF_02455	0.0	1.0	True
LNHIMF_02456	0.0	1.0	True
LNHIMF_02460	0.0	1.0	True
LNHIMF_02461	0.0	1.0	True
LNHIMF_02462	0.0	1.0	True
LNHIMF_02467	0.0	1.0	True
LNHIMF_02469	0.0	1.0	True
LNHIMF_02470	0.0	1.0	True
LNHIMF_02473	0.0	1.0	True
LNHIMF_02475	0.0	1.0	True
LNHIMF_02478	0.0	1.0	True
LNHIMF_02479	0.0	1.0	True
LNHIMF_02485	0.0	1.0	True
LNHIMF_02486	0.0	1.0	True
LNHIMF_02487	0.0	1.0	True
LNHIMF_02488	0.0	1.0	True
LNHIMF_02491	0.0	1.0	True
LNHIMF_02494	0.0	1.0	True
LNHIMF_02495	0.0	1.0	True
LNHIMF_02498	0.0	1.0	True
LNHIMF_02499	0.0	1.0	True
LNHIMF_02509	0.0	1.077	True
LNHIMF_02510	0.0	1.0	True
LNHIMF_02512	0.0	1.0	True
LNHIMF_02513	0.0	1.0	True
LNHIMF_02515	0.0	1.0	True
LNHIMF_02517	0.0	1.077	True
LNHIMF_02520	0.0	1.0	True
LNHIMF_02527	0.0	1.0	True
LNHIMF_02533	0.0	1.0	True
LNHIMF_02536	0.0	1.0	True
LNHIMF_02542	0.0	1.0	True
LNHIMF_02544	0.0	1.077	True
LNHIMF_02549	0.0	1.077	True
LNHIMF_02563	0.0	1.0	True
LNHIMF_02566	0.0	1.0	True
LNHIMF_02567	0.0	1.0	True
LNHIMF_02574	0.0	1.0	True
LNHIMF_02577	0.0	1.0	True
LNHIMF_02579	0.0	1.0	True
LNHIMF_02581	0.0	1.0	True
LNHIMF_02587	0.0	1.0	True
LNHIMF_02591	0.0	1.0	True
LNHIMF_02592	0.0	1.0	True
LNHIMF_02594	0.0	1.0	True
LNHIMF_02595	0.0	1.0	True
LNHIMF_02597	0.0	1.0	True
LNHIMF_02600	0.0	1.0	True
LNHIMF_02601	0.0	1.0	True
LNHIMF_02602	0.0	1.0	True
LNHIMF_02605	0.0	1.0	True
LNHIMF_02609	0.0	1.0	True
LNHIMF_02610	0.0	1.0	True
LNHIMF_02612	0.0	1.0	True
LNHIMF_02619	0.0	1.0	True
LNHIMF_02621	0.0	1.0	True
LNHIMF_02623	0.0	1.077	True
LNHIMF_02624	0.0	1.0	True
LNHIMF_02628	0.0	1.0	True
LNHIMF_02630	0.0	1.0	True
LNHIMF_02639	0.0	1.0	True
LNHIMF_02641	0.0	1.0	True
LNHIMF_02643	0.0	1.0	True
LNHIMF_02649	0.0	1.0	True
LNHIMF_02655	0.0	1.077	True
LNHIMF_02656	0.0	1.0	True
LNHIMF_02662	0.0	1.0	True
LNHIMF_02666	0.0	1.0	True
LNHIMF_02668	0.0	1.0	True
LNHIMF_02670	0.0	1.0	True
LNHIMF_02679	0.0	1.0	True
LNHIMF_02680	0.0	1.0	True
LNHIMF_02686	0.0	1.0	True
LNHIMF_02689	0.0	1.0	True
LNHIMF_02692	0.0	1.0	True
LNHIMF_02693	0.0	1.0	True
LNHIMF_02696	0.0	1.0	True
LNHIMF_02700	0.0	1.0	True
LNHIMF_02707	0.0	1.0	True
LNHIMF_02710	0.0	1.0	True
LNHIMF_02711	0.0	1.0	True
LNHIMF_02715	0.0	1.0	True
LNHIMF_02721	0.0	1.0	True
LNHIMF_02727	0.0	1.0	True
LNHIMF_02728	0.0	1.0	True
LNHIMF_02730	0.0	1.0	True
LNHIMF_02731	0.0	1.0	True
LNHIMF_02732	0.0	1.0	True
LNHIMF_02733	0.0	1.0	True
LNHIMF_02738	0.0	1.0	True
LNHIMF_02739	0.0	1.0	True
LNHIMF_02740	0.0	1.0	True
LNHIMF_02744	0.0	1.0	True
LNHIMF_02745	0.0	1.0	True
LNHIMF_02753	0.0	1.0	True
LNHIMF_02757	0.0	1.0	True
LNHIMF_02758	0.0	1.0	True
LNHIMF_02762	0.0	1.0	True
LNHIMF_02771	0.0	1.0	True
LNHIMF_02773	0.0	1.0	True
LNHIMF_02775	0.0	1.0	True
LNHIMF_02780	0.0	1.154	True
LNHIMF_02781	0.0	1.077	True
LNHIMF_02782	0.0	1.0	True
LNHIMF_02809	0.0	1.0	True
LNHIMF_02811	0.0	1.0	True
LNHIMF_02813	0.0	1.0	True
LNHIMF_02817	0.0	1.0	True
LNHIMF_02819	0.0	1.0	True
LNHIMF_02820	0.0	1.0	True
LNHIMF_02822	0.0	1.0	True
LNHIMF_02824	0.0	1.0	True
LNHIMF_02827	0.0	1.077	True
LNHIMF_02830	0.0	1.083	True
LNHIMF_02832	0.0	1.0	True
LNHIMF_02834	0.0	1.0	True
LNHIMF_02836	0.0	1.0	True
LNHIMF_02839	0.0	1.077	True
LNHIMF_02840	0.0	1.0	True
LNHIMF_02841	0.0	1.0	True
LNHIMF_02842	0.0	1.0	True
LNHIMF_02843	0.0	1.0	True
LNHIMF_02844	0.0	1.0	True
LNHIMF_02845	0.0	1.0	True
LNHIMF_02848	0.0	1.0	True
LNHIMF_02850	0.0	1.0	True
LNHIMF_02851	0.0	1.0	True
LNHIMF_02856	0.0	1.0	True
LNHIMF_02866	0.0	1.0	True
LNHIMF_02868	0.0	1.0	True
LNHIMF_02869	0.0	1.0	True
LNHIMF_02872	0.0	1.0	True
LNHIMF_02873	0.0	1.0	True
LNHIMF_02874	0.0	1.0	True
LNHIMF_02879	0.0	1.0	True
LNHIMF_02880	0.0	1.0	True
LNHIMF_02881	0.0	1.0	True
LNHIMF_02883	0.0	1.0	True
LNHIMF_02886	0.0	1.0	True
LNHIMF_02890	0.0	1.0	True
LNHIMF_02898	0.0	1.0	True
LNHIMF_02901	0.0	1.0	True
LNHIMF_02907	0.0	1.077	True
LNHIMF_02908	0.0	1.0	True
LNHIMF_02911	0.0	1.0	True
LNHIMF_02912	0.0	1.0	True
LNHIMF_02914	0.0	1.0	True
LNHIMF_02915	0.0	1.0	True
LNHIMF_02917	0.0	1.0	True
LNHIMF_02918	0.0	1.231	True
LNHIMF_02919	0.0	1.0	True
LNHIMF_02924	0.0	1.0	True
LNHIMF_02928	0.0	1.0	True
LNHIMF_02930	0.0	1.0	True
LNHIMF_02931	0.0	1.0	True
LNHIMF_02932	0.0	1.0	True
LNHIMF_02938	0.0	1.0	True
LNHIMF_02942	0.0	1.0	True
LNHIMF_02943	0.0	1.0	True
LNHIMF_02945	0.0	1.0	True
LNHIMF_02947	0.0	1.0	True
LNHIMF_02951	0.0	1.0	True
LNHIMF_02952	0.0	1.0	True
LNHIMF_02954	0.0	1.0	True
LNHIMF_02956	0.0	1.0	True
LNHIMF_02958	0.0	1.0	True
LNHIMF_02959	0.0	1.0	True
LNHIMF_02961	0.0	1.077	True
LNHIMF_02965	0.0	1.0	True
LNHIMF_02971	0.0	1.0	True
LNHIMF_02983	0.0	1.0	True
LNHIMF_02985	0.0	1.0	True
LNHIMF_02992	0.0	1.0	True
LNHIMF_02997	0.0	1.0	True
LNHIMF_02999	0.0	1.0	True
LNHIMF_03000	0.0	1.077	True
LNHIMF_03001	0.0	1.0	True
LNHIMF_03002	0.0	1.0	True
LNHIMF_03003	0.0	1.0	True
LNHIMF_03008	0.0	1.0	True
LNHIMF_03009	0.0	1.0	True
LNHIMF_03014	0.0	1.0	True
LNHIMF_03015	0.0	1.0	True
LNHIMF_03016	0.0	1.0	True
LNHIMF_03022	0.0	1.0	True
LNHIMF_03032	0.0	1.0	True
LNHIMF_03034	0.0	1.0	True
LNHIMF_03038	0.0	1.0	True
LNHIMF_03040	0.0	1.0	True
LNHIMF_03042	0.0	1.0	True
LNHIMF_03049	0.0	1.0	True
LNHIMF_03051	0.0	1.0	True
LNHIMF_03055	0.0	1.0	True
LNHIMF_03058	0.0	1.0	True
LNHIMF_03059	0.0	1.0	True
LNHIMF_03060	0.0	1.0	True
LNHIMF_03064	0.0	1.0	True
LNHIMF_03072	0.0	1.0	True
LNHIMF_03073	0.0	1.0	True
LNHIMF_03075	0.0	1.0	True
LNHIMF_03080	0.0	1.0	True
LNHIMF_03084	0.0	1.0	True
