"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000170255.1_ASM17025v1_genomic","GCF_000171255.1_ASM17125v1_genomic","GCF_000171275.1_ASM17127v1_genomic","GCF_000171315.1_ASM17131v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"zur","","zinc uptake transcriptional repressor Zur","13","13","1","52","6999","","","","515","515","515","GEGEGB_04383","LNHIMF_04268","BEJGEH_04304","HFCAGB_04480","AJBGEP_04453","ODDLKH_00101","OEKLIE_03395","ALJMDI_03688","PAPNPA_02762","BENMGJ_01418","IKCLMC_01049","PKJKAM_01277","ONMMKP_02548"
"rdoA","","serine/threonine protein kinase","13","13","1","52","7939","","","","986","986","986","GEGEGB_03826","LNHIMF_04045","BEJGEH_04051","HFCAGB_04244","AJBGEP_04203","ODDLKH_04451","OEKLIE_00079","ALJMDI_00904","PAPNPA_01241","BENMGJ_01051","IKCLMC_00636","PKJKAM_01488","ONMMKP_02790"
"chiQ","","Uncharacterized lipoprotein ChiQ","13","13","1","52","5062","","","","332","332","332","GEGEGB_02307","LNHIMF_00828","BEJGEH_00701","HFCAGB_00784","AJBGEP_00713","ODDLKH_01182","OEKLIE_02082","ALJMDI_00785","PAPNPA_03181","BENMGJ_04356","IKCLMC_00443","PKJKAM_00337","ONMMKP_01468"
"pyrB","","aspartate carbamoyltransferase","13","13","1","52","108","","","","935","935","935","GEGEGB_04742","LNHIMF_04538","BEJGEH_04536","HFCAGB_04678","AJBGEP_04673","ODDLKH_00330","OEKLIE_03543","ALJMDI_03889","PAPNPA_01428","BENMGJ_01150","IKCLMC_03369","PKJKAM_02243","ONMMKP_02330"
"mtlA","","PTS mannitol transporter subunit IICBA","13","13","1","52","7547","","","","1913","1916","1915","GEGEGB_04055","LNHIMF_03728","BEJGEH_03729","HFCAGB_03932","AJBGEP_03880","ODDLKH_04138","OEKLIE_04063","ALJMDI_02373","PAPNPA_01768","BENMGJ_03047","IKCLMC_02699","PKJKAM_03677","ONMMKP_03153"
"corC","","CNNM family magnesium/cobalt transport protein CorC","13","13","1","52","5179","","","","878","878","878","GEGEGB_02326","LNHIMF_00806","BEJGEH_00678","HFCAGB_00762","AJBGEP_00692","ODDLKH_01161","OEKLIE_04291","ALJMDI_00765","PAPNPA_02696","BENMGJ_04334","IKCLMC_02490","PKJKAM_00356","ONMMKP_01487"
"bcsG","","cellulose biosynthesis protein BcsG","13","13","1","52","7481","","","","1679","1679","1679","GEGEGB_04115","LNHIMF_03667","BEJGEH_03663","HFCAGB_03867","AJBGEP_03815","ODDLKH_04074","OEKLIE_03998","ALJMDI_02438","PAPNPA_01709","BENMGJ_02983","IKCLMC_02764","PKJKAM_03742","ONMMKP_03220"
"yqaB","","fructose-1-phosphate/6-phosphogluconate phosphatase","13","13","1","52","4310","","","","566","566","566","GEGEGB_02867","LNHIMF_02858","BEJGEH_02810","HFCAGB_03028","AJBGEP_02984","ODDLKH_03244","OEKLIE_02582","ALJMDI_01373","PAPNPA_00691","BENMGJ_00678","IKCLMC_04046","PKJKAM_02561","ONMMKP_04054"
"focA","","formate transporter FocA","13","13","1","52","5218","","","","857","857","857","GEGEGB_02070","LNHIMF_01063","BEJGEH_00931","HFCAGB_01019","AJBGEP_00966","ODDLKH_01431","OEKLIE_00614","ALJMDI_01274","PAPNPA_03440","BENMGJ_04606","IKCLMC_01539","PKJKAM_00957","ONMMKP_01173"
"rpiR","","Transcriptional regulator","13","13","1","52","5883","","","","869","869","869","GEGEGB_01058","LNHIMF_01963","BEJGEH_01178","HFCAGB_01329","AJBGEP_01985","ODDLKH_02381","OEKLIE_01416","ALJMDI_00248","PAPNPA_00779","BENMGJ_03793","IKCLMC_04267","PKJKAM_04276","ONMMKP_00143"
"zntA","","Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA","13","13","1","52","7433","","","","2198","2198","2198","GEGEGB_04172","LNHIMF_03618","BEJGEH_03612","HFCAGB_03816","AJBGEP_03765","ODDLKH_04024","OEKLIE_03948","ALJMDI_02487","PAPNPA_01658","BENMGJ_02933","IKCLMC_02814","PKJKAM_03792","ONMMKP_03270"
"phoP","","two-component system response regulator PhoP","13","13","1","52","6485","","","","674","674","674","GEGEGB_01788","LNHIMF_01273","BEJGEH_01863","HFCAGB_02067","AJBGEP_01234","ODDLKH_01638","OEKLIE_03022","ALJMDI_00515","PAPNPA_01123","BENMGJ_00809","IKCLMC_00877","PKJKAM_00518","ONMMKP_00906"
"gpmM","","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","13","13","1","52","7567","","","","1544","1544","1544","GEGEGB_04034","LNHIMF_03745","BEJGEH_03749","HFCAGB_03952","AJBGEP_03900","ODDLKH_04158","OEKLIE_00951","ALJMDI_02355","PAPNPA_01788","BENMGJ_03067","IKCLMC_02679","PKJKAM_03657","ONMMKP_03133"
"kup","","low affinity potassium transporter Kup","13","13","1","52","7833","","","","1868","1868","1868","GEGEGB_03844","LNHIMF_03931","BEJGEH_03933","HFCAGB_04131","AJBGEP_04087","ODDLKH_04336","OEKLIE_00454","ALJMDI_02172","PAPNPA_00126","BENMGJ_00106","IKCLMC_02506","PKJKAM_01602","ONMMKP_02903"
"mscS","","Small-conductance mechanosensitive channel","13","13","1","52","4023","","","","860","860","860","GEGEGB_03144","LNHIMF_03116","BEJGEH_03084","HFCAGB_03297","AJBGEP_03244","ODDLKH_03504","OEKLIE_04528","ALJMDI_02840","PAPNPA_00176","BENMGJ_02327","IKCLMC_03787","PKJKAM_00320","ONMMKP_03786"
"cysD","","sulfate adenylyltransferase subunit CysD","13","13","1","52","4196","","","","908","908","908","GEGEGB_02979","LNHIMF_02972","BEJGEH_02933","HFCAGB_03145","AJBGEP_03101","ODDLKH_03361","OEKLIE_01982","ALJMDI_02708","PAPNPA_03036","BENMGJ_02165","IKCLMC_03931","PKJKAM_02441","ONMMKP_03935"
"amiA","","N-acetylmuramoyl-L-alanine amidase AmiA","13","13","1","52","2450","","","","869","869","869","GEGEGB_00445","LNHIMF_02589","BEJGEH_02478","HFCAGB_02724","AJBGEP_02625","ODDLKH_02960","OEKLIE_03093","ALJMDI_01708","PAPNPA_02048","BENMGJ_01699","IKCLMC_01330","PKJKAM_02816","ONMMKP_04391"
"ispD","","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","13","13","1","52","4201","","","","710","710","710","GEGEGB_02974","LNHIMF_02967","BEJGEH_02928","HFCAGB_03140","AJBGEP_03096","ODDLKH_03356","OEKLIE_01977","ALJMDI_02703","PAPNPA_03031","BENMGJ_02160","IKCLMC_03936","PKJKAM_02446","ONMMKP_03940"
"group_6163","Cytoplasmic protein","Cytoplasmic protein","13","13","1","52","3975","","","","326","326","326","GEGEGB_03182","LNHIMF_03153","BEJGEH_03122","HFCAGB_03335","AJBGEP_03282","ODDLKH_03542","OEKLIE_04490","ALJMDI_02877","PAPNPA_00141","BENMGJ_02365","IKCLMC_03749","PKJKAM_00282","ONMMKP_03748"
"bamD","","outer membrane protein assembly factor BamD","13","13","1","52","4494","","","","737","737","737","GEGEGB_02760","LNHIMF_02755","BEJGEH_02653","HFCAGB_02898","AJBGEP_02865","ODDLKH_03127","OEKLIE_02495","ALJMDI_01510","PAPNPA_00271","BENMGJ_00530","IKCLMC_04144","PKJKAM_02643","ONMMKP_04221"
"ldtA","","L,D-transpeptidase","13","13","1","52","6675","","","","929","929","929","GEGEGB_00915","LNHIMF_02095","BEJGEH_02032","HFCAGB_02274","AJBGEP_02175","ODDLKH_02509","OEKLIE_03640","ALJMDI_01759","PAPNPA_04129","BENMGJ_02373","IKCLMC_01995","PKJKAM_04146","ONMMKP_04831"
"ycaM","","Inner membrane transporter YcaM","13","13","1","52","5205","","","","1421","1421","1421","GEGEGB_02076","LNHIMF_01058","BEJGEH_00927","HFCAGB_01014","AJBGEP_00961","ODDLKH_01426","OEKLIE_00609","ALJMDI_01269","PAPNPA_03435","BENMGJ_04601","IKCLMC_01534","PKJKAM_00962","ONMMKP_01178"
"trxB","","thioredoxin-disulfide reductase","13","13","1","52","5195","","","","968","968","968","GEGEGB_02087","LNHIMF_01047","BEJGEH_00916","HFCAGB_01003","AJBGEP_00950","ODDLKH_01415","OEKLIE_00598","ALJMDI_01258","PAPNPA_03424","BENMGJ_04590","IKCLMC_01523","PKJKAM_00973","ONMMKP_01189"
"ptsI","","phosphoenolpyruvate-protein phosphotransferase PtsI","13","13","1","52","2470","","","","1727","1727","1727","GEGEGB_00462","LNHIMF_02572","BEJGEH_02460","HFCAGB_02706","AJBGEP_02607","ODDLKH_02942","OEKLIE_03075","ALJMDI_01725","PAPNPA_02031","BENMGJ_01681","IKCLMC_01348","PKJKAM_02833","ONMMKP_04409"
"group_6169","Major facilitator superfamily (MFS) profile domain-containing protein","Major facilitator superfamily (MFS) profile domain-containing protein","13","13","1","52","1314","","","","1271","1271","1271","GEGEGB_00763","LNHIMF_02290","BEJGEH_02176","HFCAGB_02409","AJBGEP_02308","ODDLKH_02643","OEKLIE_03775","ALJMDI_01903","PAPNPA_04280","BENMGJ_02507","IKCLMC_01849","PKJKAM_03989","ONMMKP_04698"
"motB","","flagellar motor protein MotB","13","13","1","52","5846","","","","929","929","929","GEGEGB_01021","LNHIMF_02000","BEJGEH_01142","HFCAGB_01292","AJBGEP_02022","ODDLKH_02418","OEKLIE_01061","ALJMDI_00285","PAPNPA_00429","BENMGJ_03830","IKCLMC_04226","PKJKAM_04239","ONMMKP_00105"
"ybhB","","kinase inhibitor","13","13","1","52","4950","","","","476","476","476","GEGEGB_02211","LNHIMF_00924","BEJGEH_00793","HFCAGB_00873","AJBGEP_00817","ODDLKH_01286","OEKLIE_00882","ALJMDI_01135","PAPNPA_03273","BENMGJ_04460","IKCLMC_01387","PKJKAM_01102","ONMMKP_01321"
"hisG","","ATP phosphoribosyltransferase","13","13","1","52","6601","","","","899","899","899","GEGEGB_00851","LNHIMF_02214","BEJGEH_02092","HFCAGB_02334","AJBGEP_02235","ODDLKH_02569","OEKLIE_03700","ALJMDI_01819","PAPNPA_04189","BENMGJ_02433","IKCLMC_01933","PKJKAM_04086","ONMMKP_04769"
"group_6173","rlhA","23S rRNA 5-hydroxycytidine C2501 synthase","13","13","1","52","6061","","","","1964","1964","1964","GEGEGB_01599","LNHIMF_01665","BEJGEH_01472","HFCAGB_01681","AJBGEP_01691","ODDLKH_02091","OEKLIE_02241","ALJMDI_03426","PAPNPA_03955","BENMGJ_03500","IKCLMC_04568","PKJKAM_04580","ONMMKP_00442"
"metR","","HTH-type transcriptional regulator MetR","13","13","1","52","7913","","","","953","953","953","GEGEGB_03517","LNHIMF_04012","BEJGEH_04018","HFCAGB_04211","AJBGEP_04170","ODDLKH_04418","OEKLIE_01331","ALJMDI_00871","PAPNPA_00544","BENMGJ_00595","IKCLMC_00476","PKJKAM_01521","ONMMKP_02823"
"amiB","","N-acetylmuramoyl-L-alanine amidase AmiB","13","13","1","52","208","","","","1319","1322","1319","GEGEGB_04653","LNHIMF_04454","BEJGEH_04434","HFCAGB_04593","AJBGEP_04569","ODDLKH_00229","OEKLIE_00204","ALJMDI_03805","PAPNPA_02888","BENMGJ_00382","IKCLMC_03453","PKJKAM_01162","ONMMKP_02431"
"mutL","","DNA mismatch repair endonuclease MutL","13","13","1","52","207","","","","1856","1856","1856","GEGEGB_04654","LNHIMF_04455","BEJGEH_04435","HFCAGB_04594","AJBGEP_04570","ODDLKH_00230","OEKLIE_00203","ALJMDI_03806","PAPNPA_02889","BENMGJ_00381","IKCLMC_03452","PKJKAM_01161","ONMMKP_02430"
"tamA","","autotransporter assembly complex protein TamA","13","13","1","52","152","","","","1733","1733","1733","GEGEGB_04709","LNHIMF_04506","BEJGEH_04486","HFCAGB_04646","AJBGEP_04620","ODDLKH_00280","OEKLIE_03490","ALJMDI_03857","PAPNPA_01397","BENMGJ_01182","IKCLMC_03400","PKJKAM_02294","ONMMKP_02380"
"pcm","","protein-L-isoaspartate(D-aspartate) O-methyltransferase","13","13","1","52","4205","","","","626","626","626","GEGEGB_02970","LNHIMF_02963","BEJGEH_02924","HFCAGB_03136","AJBGEP_03092","ODDLKH_03352","OEKLIE_01973","ALJMDI_02699","PAPNPA_03027","BENMGJ_02156","IKCLMC_03940","PKJKAM_02450","ONMMKP_03944"
"plsC","","1-acylglycerol-3-phosphate O-acyltransferase","13","13","1","52","3877","","","","737","737","737","GEGEGB_03255","LNHIMF_03224","BEJGEH_03196","HFCAGB_03403","AJBGEP_03351","ODDLKH_03609","OEKLIE_04422","ALJMDI_02949","PAPNPA_02291","BENMGJ_01893","IKCLMC_03682","PKJKAM_01899","ONMMKP_03664"
"ldcA","","muramoyltetrapeptide carboxypeptidase","13","13","1","52","6288","","","","908","914","913","GEGEGB_01145","LNHIMF_01871","BEJGEH_01265","HFCAGB_01477","AJBGEP_01892","ODDLKH_02291","OEKLIE_01895","ALJMDI_03628","PAPNPA_00609","BENMGJ_03700","IKCLMC_04366","PKJKAM_04378","ONMMKP_00237"
"modE","","molybdenum-dependent transcriptional regulator","13","13","1","52","4981","","","","788","788","788","GEGEGB_02224","LNHIMF_00911","BEJGEH_00780","HFCAGB_00860","AJBGEP_00804","ODDLKH_01273","OEKLIE_00869","ALJMDI_01116","PAPNPA_03260","BENMGJ_04447","IKCLMC_01374","PKJKAM_01115","ONMMKP_01377"
"Cytochrome BD2 subunit I","","Cytochrome BD2 subunit I","13","13","1","52","2157","","","","1403","1403","1403","GEGEGB_02641","LNHIMF_00387","BEJGEH_00369","HFCAGB_00380","AJBGEP_00379","ODDLKH_00847","OEKLIE_02712","ALJMDI_04360","PAPNPA_01933","BENMGJ_04019","IKCLMC_02120","PKJKAM_03383","ONMMKP_01799"
"deoB","","phosphopentomutase","13","13","1","52","643","","","","1223","1223","1223","GEGEGB_04870","LNHIMF_04636","BEJGEH_04671","HFCAGB_04808","AJBGEP_04786","ODDLKH_00445","OEKLIE_04555","ALJMDI_03993","PAPNPA_03460","BENMGJ_00759","IKCLMC_03240","PKJKAM_02137","ONMMKP_02212"
"pepN","","aminopeptidase N","13","13","1","52","5545","","","","2612","2612","2612","GEGEGB_01973","LNHIMF_01091","BEJGEH_00962","HFCAGB_01106","AJBGEP_01056","ODDLKH_01462","OEKLIE_01772","ALJMDI_01359","PAPNPA_00900","BENMGJ_01281","IKCLMC_00554","PKJKAM_00228","ONMMKP_01083"
"rhaM","","L-rhamnose mutarotase","13","13","1","52","7989","","","","314","314","314","GEGEGB_03771","LNHIMF_04097","BEJGEH_04108","HFCAGB_04297","AJBGEP_04256","ODDLKH_04504","OEKLIE_03210","ALJMDI_00956","PAPNPA_01297","BENMGJ_01002","IKCLMC_00690","PKJKAM_01439","ONMMKP_02741"
"kdsD","","arabinose-5-phosphate isomerase KdsD","13","13","1","52","3727","","","","986","986","986","GEGEGB_03406","LNHIMF_03365","BEJGEH_03342","HFCAGB_03546","AJBGEP_03496","ODDLKH_03757","OEKLIE_00776","ALJMDI_00175","PAPNPA_02435","BENMGJ_02034","IKCLMC_03535","PKJKAM_01712","ONMMKP_03524"
"amtB","","ammonium transporter AmtB","13","13","1","52","2268","","","","1286","1286","1286","GEGEGB_02526","LNHIMF_00488","BEJGEH_00472","HFCAGB_00489","AJBGEP_00484","ODDLKH_00952","OEKLIE_04082","ALJMDI_00587","PAPNPA_02486","BENMGJ_04124","IKCLMC_02226","PKJKAM_03278","ONMMKP_01693"
"dmsA","","dimethylsulfoxide reductase subunit A","13","13","1","52","5201","","","","2444","2444","2444","GEGEGB_02080","LNHIMF_01054","BEJGEH_00923","HFCAGB_01010","AJBGEP_00957","ODDLKH_01422","OEKLIE_00605","ALJMDI_01265","PAPNPA_03431","BENMGJ_04597","IKCLMC_01530","PKJKAM_00966","ONMMKP_01182"
"mdtG","","multidrug efflux MFS transporter MdtG","13","13","1","52","5421","","","","1214","1214","1214","GEGEGB_01868","LNHIMF_01189","BEJGEH_01940","HFCAGB_02146","AJBGEP_01154","ODDLKH_01560","OEKLIE_01211","ALJMDI_00431","PAPNPA_00377","BENMGJ_00490","IKCLMC_00799","PKJKAM_00589","ONMMKP_00984"
"mglB","","galactose/glucose ABC transporter substrate-binding protein MglB","13","13","1","52","1370","","","","782","998","981","GEGEGB_00711","LNHIMF_02339","BEJGEH_02225","HFCAGB_02460","AJBGEP_02357","ODDLKH_02692","OEKLIE_03823","ALJMDI_01952","PAPNPA_04328","BENMGJ_02556","IKCLMC_01800","PKJKAM_03940","ONMMKP_04648"
"sulA","","SOS-induced cell division inhibitor SulA","13","13","1","52","5531","","","","509","509","509","GEGEGB_01960","LNHIMF_01104","BEJGEH_00975","HFCAGB_01119","AJBGEP_01069","ODDLKH_01475","OEKLIE_00411","ALJMDI_00346","PAPNPA_00913","BENMGJ_01294","IKCLMC_00567","PKJKAM_00678","ONMMKP_01070"
"gutQ","","arabinose-5-phosphate isomerase GutQ","13","13","1","52","4295","","","","965","965","965","GEGEGB_02886","LNHIMF_02877","BEJGEH_02829","HFCAGB_03047","AJBGEP_03003","ODDLKH_03263","OEKLIE_01094","ALJMDI_02612","PAPNPA_02936","BENMGJ_02066","IKCLMC_04029","PKJKAM_02542","ONMMKP_04035"
"tsaA","","tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO","13","13","1","52","4829","","","","707","707","707","GEGEGB_00265","LNHIMF_00254","BEJGEH_00267","HFCAGB_00257","AJBGEP_00257","ODDLKH_00730","OEKLIE_04843","ALJMDI_04279","PAPNPA_03757","BENMGJ_00289","IKCLMC_02953","PKJKAM_00162","ONMMKP_01918"
"nrdF","","class 1b ribonucleoside-diphosphate reductase subunit beta","13","13","1","52","4322","","","","959","959","959","GEGEGB_02852","LNHIMF_02844","BEJGEH_02796","HFCAGB_03014","AJBGEP_02970","ODDLKH_03231","OEKLIE_02568","ALJMDI_01387","PAPNPA_00677","BENMGJ_00664","IKCLMC_04059","PKJKAM_02575","ONMMKP_04067"
"group_6194","pflB","formate C-acetyltransferase","13","13","1","52","3803","","","","2294","2294","2294","GEGEGB_03330","LNHIMF_03296","BEJGEH_03270","HFCAGB_03474","AJBGEP_03422","ODDLKH_03680","OEKLIE_04351","ALJMDI_03019","PAPNPA_02362","BENMGJ_01964","IKCLMC_03610","PKJKAM_01788","ONMMKP_03593"
"phsB","","thiosulfate reductase electron transport protein PhsB","13","13","1","52","6611","","","","578","578","578","GEGEGB_00863","LNHIMF_02145","BEJGEH_02082","HFCAGB_02324","AJBGEP_02225","ODDLKH_02559","OEKLIE_03690","ALJMDI_01809","PAPNPA_04179","BENMGJ_02423","IKCLMC_01944","PKJKAM_04096","ONMMKP_04780"
"nhaA","","Na+/H+ antiporter NhaA","13","13","1","52","554","","","","1166","1166","1166","GEGEGB_00044","LNHIMF_00041","BEJGEH_00042","HFCAGB_00042","AJBGEP_00041","ODDLKH_00517","OEKLIE_04627","ALJMDI_04064","PAPNPA_03531","BENMGJ_00686","IKCLMC_03168","PKJKAM_02064","ONMMKP_02141"
"malF","","maltose ABC transporter permease MalF","13","13","1","52","7011","","","","1544","1544","1544","GEGEGB_04370","LNHIMF_04255","BEJGEH_04291","HFCAGB_04467","AJBGEP_04440","ODDLKH_00088","OEKLIE_03382","ALJMDI_03675","PAPNPA_02749","BENMGJ_01406","IKCLMC_01036","PKJKAM_01290","ONMMKP_02560"
"btuC","","vitamin B12 ABC transporter permease BtuC","13","13","1","52","3233","","","","980","980","980","GEGEGB_01296","LNHIMF_01390","BEJGEH_01747","HFCAGB_01944","AJBGEP_01420","ODDLKH_01819","OEKLIE_00893","ALJMDI_03149","PAPNPA_00787","BENMGJ_03229","IKCLMC_04836","PKJKAM_00878","ONMMKP_00712"
"ruvB","","Holliday junction branch migration DNA helicase RuvB","13","13","1","52","5874","","","","1010","1010","1010","GEGEGB_01051","LNHIMF_01970","BEJGEH_01171","HFCAGB_01322","AJBGEP_01992","ODDLKH_02388","OEKLIE_01031","ALJMDI_00255","PAPNPA_00458","BENMGJ_03800","IKCLMC_04257","PKJKAM_04269","ONMMKP_00136"
"proX","","glycine betaine/L-proline ABC transporter substrate-binding protein ProX","13","13","1","52","4319","","","","995","995","995","GEGEGB_02856","LNHIMF_02847","BEJGEH_02799","HFCAGB_03017","AJBGEP_02973","ODDLKH_03234","OEKLIE_02571","ALJMDI_01384","PAPNPA_00680","BENMGJ_00667","IKCLMC_04056","PKJKAM_02572","ONMMKP_04064"
"fabG","","3-oxoacyl-ACP reductase FabG","13","13","1","52","6440","","","","734","734","734","GEGEGB_01826","LNHIMF_01231","BEJGEH_01899","HFCAGB_02103","AJBGEP_01196","ODDLKH_01602","OEKLIE_03060","ALJMDI_00473","PAPNPA_00033","BENMGJ_00021","IKCLMC_00841","PKJKAM_00554","ONMMKP_00942"
"Transcriptional regulator of cai and fix operon","","Transcriptional regulator of cai and fix operon","13","13","1","52","523","","","","395","395","395","GEGEGB_00072","LNHIMF_00070","BEJGEH_00071","HFCAGB_00071","AJBGEP_00072","ODDLKH_00546","OEKLIE_04657","ALJMDI_04093","PAPNPA_03560","BENMGJ_01643","IKCLMC_03140","PKJKAM_02035","ONMMKP_02113"
"glutathione peroxidase","","glutathione peroxidase","13","13","1","52","3232","","","","551","551","551","GEGEGB_01297","LNHIMF_01391","BEJGEH_01746","HFCAGB_01943","AJBGEP_01421","ODDLKH_01820","OEKLIE_00894","ALJMDI_03150","PAPNPA_00788","BENMGJ_03230","IKCLMC_04835","PKJKAM_00877","ONMMKP_00711"
"rcsC","","two-component system sensor histidine kinase RcsC","13","13","1","52","2651","","","","2846","2846","2846","GEGEGB_00639","LNHIMF_02407","BEJGEH_02295","HFCAGB_02532","AJBGEP_02441","ODDLKH_02776","OEKLIE_02444","ALJMDI_02018","PAPNPA_04398","BENMGJ_02639","IKCLMC_01728","PKJKAM_02998","ONMMKP_04574"
"ubiD","","4-hydroxy-3-polyprenylbenzoate decarboxylase","13","13","1","52","7927","","","","1478","1478","1478","GEGEGB_03502","LNHIMF_04027","BEJGEH_04033","HFCAGB_04226","AJBGEP_04185","ODDLKH_04433","OEKLIE_01346","ALJMDI_00886","PAPNPA_00559","BENMGJ_00610","IKCLMC_00461","PKJKAM_01506","ONMMKP_02808"
"appC","","cytochrome bd-II oxidase subunit 1","13","13","1","52","6278","","","","1544","1544","1544","GEGEGB_01155","LNHIMF_01863","BEJGEH_01273","HFCAGB_01485","AJBGEP_01884","ODDLKH_02283","OEKLIE_01887","ALJMDI_03620","PAPNPA_00601","BENMGJ_03692","IKCLMC_04374","PKJKAM_04386","ONMMKP_00245"
"pdxB","","4-phosphoerythronate dehydrogenase PdxB","13","13","1","52","2550","","","","1136","1136","1136","GEGEGB_00536","LNHIMF_02507","BEJGEH_02395","HFCAGB_02633","AJBGEP_02541","ODDLKH_02876","OEKLIE_02025","ALJMDI_02111","PAPNPA_04498","BENMGJ_02737","IKCLMC_01627","PKJKAM_02900","ONMMKP_04475"
"napC","","cytochrome c-type protein NapC","13","13","1","52","2669","","","","602","602","602","GEGEGB_00656","LNHIMF_02390","BEJGEH_02278","HFCAGB_02515","AJBGEP_02424","ODDLKH_02759","OEKLIE_02427","ALJMDI_02001","PAPNPA_04382","BENMGJ_02622","IKCLMC_01745","PKJKAM_03015","ONMMKP_04591"
"cspA","","Major cold shock protein","13","13","1","52","7502","","","","212","212","212","GEGEGB_04092","LNHIMF_03689","BEJGEH_03690","HFCAGB_03896","AJBGEP_03844","ODDLKH_04102","OEKLIE_04027","ALJMDI_02416","PAPNPA_01736","BENMGJ_03011","IKCLMC_02736","PKJKAM_03714","ONMMKP_03193"
"pepB","","aminopeptidase PepB","13","13","1","52","4569","","","","1283","1283","1283","GEGEGB_00346","LNHIMF_02676","BEJGEH_02571","HFCAGB_02819","AJBGEP_02716","ODDLKH_03048","OEKLIE_02311","ALJMDI_01615","PAPNPA_02155","BENMGJ_01786","IKCLMC_01241","PKJKAM_02725","ONMMKP_04300"
"murJ","","murein biosynthesis integral membrane protein MurJ","13","13","1","52","5404","","","","1574","1574","1574","GEGEGB_01852","LNHIMF_01205","BEJGEH_01924","HFCAGB_02130","AJBGEP_01170","ODDLKH_01576","OEKLIE_01227","ALJMDI_00447","PAPNPA_00393","BENMGJ_00506","IKCLMC_00815","PKJKAM_00573","ONMMKP_00968"
"ldhA","","D-lactate dehydrogenase","13","13","1","52","6114","","","","989","989","989","GEGEGB_01639","LNHIMF_01709","BEJGEH_01423","HFCAGB_01634","AJBGEP_01736","ODDLKH_02136","OEKLIE_02286","ALJMDI_03470","PAPNPA_04002","BENMGJ_03545","IKCLMC_04523","PKJKAM_04535","ONMMKP_00393"
"rffG","","dTDP-glucose 4,6-dehydratase","13","13","1","52","7870","","","","1067","1067","1067","GEGEGB_03561","LNHIMF_03973","BEJGEH_03973","HFCAGB_04169","AJBGEP_04125","ODDLKH_04373","OEKLIE_00710","ALJMDI_00827","PAPNPA_00258","BENMGJ_00318","IKCLMC_00518","PKJKAM_01564","ONMMKP_02865"
"rbsK","","ribokinase","13","13","1","52","7838","","","","929","929","929","GEGEGB_03839","LNHIMF_03936","BEJGEH_03938","HFCAGB_04136","AJBGEP_04092","ODDLKH_04341","OEKLIE_00459","ALJMDI_02167","PAPNPA_00131","BENMGJ_00111","IKCLMC_02501","PKJKAM_01597","ONMMKP_02898"
"cysC","","Adenylyl-sulfate kinase","13","13","1","52","4198","","","","605","605","605","GEGEGB_02977","LNHIMF_02970","BEJGEH_02931","HFCAGB_03143","AJBGEP_03099","ODDLKH_03359","OEKLIE_01980","ALJMDI_02706","PAPNPA_03034","BENMGJ_02163","IKCLMC_03933","PKJKAM_02443","ONMMKP_03937"
"Formate/nitrite transporter family protein","","Formate/nitrite transporter family protein","13","13","1","52","2525","","","","941","941","941","GEGEGB_00512","LNHIMF_02529","BEJGEH_02417","HFCAGB_02657","AJBGEP_02564","ODDLKH_02899","OEKLIE_02048","ALJMDI_02131","PAPNPA_04520","BENMGJ_02760","IKCLMC_01604","PKJKAM_02877","ONMMKP_04452"
"poxB","","ubiquinone-dependent pyruvate dehydrogenase","13","13","1","52","4672","","","","1718","1718","1718","GEGEGB_02108","LNHIMF_01028","BEJGEH_00892","HFCAGB_00983","AJBGEP_00927","ODDLKH_01394","OEKLIE_02901","ALJMDI_01239","PAPNPA_03382","BENMGJ_04567","IKCLMC_01502","PKJKAM_00993","ONMMKP_01211"
"pyrG","","glutamine hydrolyzing CTP synthase","13","13","1","52","4176","","","","1637","1637","1637","GEGEGB_02998","LNHIMF_02991","BEJGEH_02951","HFCAGB_03164","AJBGEP_03119","ODDLKH_03379","OEKLIE_01650","ALJMDI_02718","PAPNPA_03054","BENMGJ_02183","IKCLMC_03913","PKJKAM_02423","ONMMKP_03916"
"DUF1176 domain-containing protein","","DUF1176 domain-containing protein","13","13","1","52","2424","","","","1043","1043","1043","GEGEGB_00419","LNHIMF_02612","BEJGEH_02503","HFCAGB_02749","AJBGEP_02652","ODDLKH_02985","OEKLIE_03120","ALJMDI_01685","PAPNPA_02072","BENMGJ_01723","IKCLMC_01306","PKJKAM_02792","ONMMKP_04367"
