Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000007545.1_ASM754v1_genomic,GCF_000020745.1_ASM2074v1_genomic,GCF_000020885.1_ASM2088v1_genomic,GCF_000020925.1_ASM2092v1_genomic,GCF_000022165.1_ASM2216v1_genomic,GCF_000170215.1_ASM17021v1_genomic,GCF_000170255.1_ASM17025v1_genomic,GCF_000171255.1_ASM17125v1_genomic,GCF_000171275.1_ASM17127v1_genomic,GCF_000171315.1_ASM17131v1_genomic,GCF_000171415.1_ASM17141v1_genomic,GCF_000171515.1_ASM17151v1_genomic,GCF_000171535.2_ASM17153v2_genomic
atpH,atpH,F0F1 ATP synthase subunit delta,13,13,1.0,1,3183,,,,534,534,534.0,GEGEGB_03856,LNHIMF_03919,BEJGEH_03921,HFCAGB_04119,AJBGEP_04075,ODDLKH_04324,OEKLIE_00442,ALJMDI_02184,PAPNPA_00114,BENMGJ_00010,IKCLMC_02518,PKJKAM_01614,ONMMKP_02915
group_1251,,Outer membrane protein beta-barrel domain-containing protein,13,13,1.0,1,3178,,,,537,537,537.0,GEGEGB_03098,LNHIMF_03076,BEJGEH_03046,HFCAGB_03255,AJBGEP_03204,ODDLKH_03465,OEKLIE_01163,ALJMDI_02803,PAPNPA_03146,BENMGJ_02278,IKCLMC_03828,PKJKAM_02333,ONMMKP_03826
group_1250,,Fimbriae major subunit,13,13,1.0,1,3177,,,,537,537,537.0,GEGEGB_02659,LNHIMF_00368,BEJGEH_00349,HFCAGB_00360,AJBGEP_00360,ODDLKH_00828,OEKLIE_02693,ALJMDI_04341,PAPNPA_01914,BENMGJ_04000,IKCLMC_02101,PKJKAM_03402,ONMMKP_01820
yniB,yniB,YniB family protein,13,13,1.0,1,3176,,,,537,537,537.0,GEGEGB_01277,LNHIMF_01373,BEJGEH_01764,HFCAGB_01962,AJBGEP_01401,ODDLKH_01800,OEKLIE_02926,ALJMDI_03131,PAPNPA_01229,BENMGJ_00907,IKCLMC_04853,PKJKAM_00895,ONMMKP_00809
hpt,hpt,hypoxanthine phosphoribosyltransferase,13,13,1.0,1,3175,,,,537,537,537.0,GEGEGB_00186,LNHIMF_00177,BEJGEH_00190,HFCAGB_00180,AJBGEP_00181,ODDLKH_00654,OEKLIE_04767,ALJMDI_04203,PAPNPA_03675,BENMGJ_01528,IKCLMC_03029,PKJKAM_00745,ONMMKP_02001
dnaT,dnaT,primosomal protein DnaT,13,13,1.0,1,3167,,,,540,540,540.0,GEGEGB_04845,LNHIMF_04611,BEJGEH_04646,HFCAGB_04783,AJBGEP_04761,ODDLKH_00420,OEKLIE_03632,ALJMDI_03967,PAPNPA_01518,BENMGJ_01062,IKCLMC_03265,PKJKAM_02162,ONMMKP_02237
group_1243,,Nucleoprotein/polynucleotide-associated enzyme,13,13,1.0,1,3165,,,,540,540,540.0,GEGEGB_04354,LNHIMF_04238,BEJGEH_04255,HFCAGB_04449,AJBGEP_04404,ODDLKH_00050,OEKLIE_03346,ALJMDI_03657,PAPNPA_02713,BENMGJ_01368,IKCLMC_00998,PKJKAM_01327,ONMMKP_02597
group_1242,,Inner membrane protein,13,13,1.0,1,3163,,,,540,540,540.0,GEGEGB_04244,LNHIMF_03544,BEJGEH_03524,HFCAGB_03727,AJBGEP_03677,ODDLKH_03937,OEKLIE_03860,ALJMDI_02561,PAPNPA_01571,BENMGJ_02845,IKCLMC_02901,PKJKAM_03871,ONMMKP_03347
cueP,cueP,copper-binding periplasmic metallochaperone CueP,13,13,1.0,1,3162,,,,540,540,540.0,GEGEGB_04091,LNHIMF_03690,BEJGEH_03691,HFCAGB_03897,AJBGEP_03845,ODDLKH_04103,OEKLIE_04028,ALJMDI_02415,PAPNPA_01737,BENMGJ_03012,IKCLMC_02735,PKJKAM_03713,ONMMKP_03192
ymdB,ymdB,O-acetyl-ADP-ribose deacetylase,13,13,1.0,1,3160,,,,540,540,540.0,GEGEGB_01875,LNHIMF_01182,BEJGEH_01947,HFCAGB_02153,AJBGEP_01147,ODDLKH_01553,OEKLIE_01204,ALJMDI_00424,PAPNPA_00370,BENMGJ_00483,IKCLMC_00792,PKJKAM_00596,ONMMKP_00991
ycfJ,ycfJ,Uncharacterized protein YcfJ,13,13,1.0,1,3159,,,,540,540,540.0,GEGEGB_01807,LNHIMF_01254,BEJGEH_01882,HFCAGB_02086,AJBGEP_01213,ODDLKH_01619,OEKLIE_03043,ALJMDI_00496,PAPNPA_01104,BENMGJ_00789,IKCLMC_00858,PKJKAM_00537,ONMMKP_00925
yciB,yciB,septation protein A,13,13,1.0,1,3158,,,,540,540,540.0,GEGEGB_01743,LNHIMF_01806,BEJGEH_01331,HFCAGB_01542,AJBGEP_01828,ODDLKH_02226,OEKLIE_00665,ALJMDI_03565,PAPNPA_04098,BENMGJ_03637,IKCLMC_04432,PKJKAM_04442,ONMMKP_00301
yrdD,yrdD,Zn-finger domain-containing protein,13,13,1.0,1,3150,,,,543,543,543.0,GEGEGB_04335,LNHIMF_03456,BEJGEH_03433,HFCAGB_03639,AJBGEP_03587,ODDLKH_03849,OEKLIE_00182,ALJMDI_00023,PAPNPA_00056,BENMGJ_00068,IKCLMC_00152,PKJKAM_00121,ONMMKP_03435
hycF,hycF,formate hydrogenlyase subunit HycF,13,13,1.0,1,3149,,,,543,543,543.0,GEGEGB_02896,LNHIMF_02887,BEJGEH_02839,HFCAGB_03057,AJBGEP_03013,ODDLKH_03273,OEKLIE_01104,ALJMDI_02622,PAPNPA_02946,BENMGJ_02076,IKCLMC_04019,PKJKAM_02532,ONMMKP_04025
seqA,seqA,replication initiation negative regulator SeqA,13,13,1.0,1,3147,,,,543,543,543.0,GEGEGB_02298,LNHIMF_00838,BEJGEH_00710,HFCAGB_00793,AJBGEP_00722,ODDLKH_01191,OEKLIE_02091,ALJMDI_01044,PAPNPA_03191,BENMGJ_04365,IKCLMC_00434,PKJKAM_00396,ONMMKP_01459
zapC,zapC,cell division protein ZapC,13,13,1.0,1,3146,,,,543,543,543.0,GEGEGB_01971,LNHIMF_01093,BEJGEH_00964,HFCAGB_01108,AJBGEP_01058,ODDLKH_01464,OEKLIE_01774,ALJMDI_01361,PAPNPA_00902,BENMGJ_01283,IKCLMC_00556,PKJKAM_00070,ONMMKP_01081
ycfP,ycfP,alpha/beta hydrolase YcfP,13,13,1.0,1,3145,,,,543,543,543.0,GEGEGB_01810,LNHIMF_01252,BEJGEH_01884,HFCAGB_02088,AJBGEP_01211,ODDLKH_01617,OEKLIE_03045,ALJMDI_00494,PAPNPA_01102,BENMGJ_00787,IKCLMC_00856,PKJKAM_00539,ONMMKP_00927
nuoI,nuoI,NADH-quinone oxidoreductase subunit NuoI,13,13,1.0,1,3143,,,,543,543,543.0,GEGEGB_00584,LNHIMF_02459,BEJGEH_02347,HFCAGB_02584,AJBGEP_02493,ODDLKH_02828,OEKLIE_00627,ALJMDI_02063,PAPNPA_04450,BENMGJ_02689,IKCLMC_01675,PKJKAM_02948,ONMMKP_04523
bcfA,bcfA,fimbrial protein BcfA,13,13,1.0,1,3142,,,,543,543,543.0,GEGEGB_00023,LNHIMF_00022,BEJGEH_00023,HFCAGB_00023,AJBGEP_00022,ODDLKH_00498,OEKLIE_04608,ALJMDI_04046,PAPNPA_03514,BENMGJ_00704,IKCLMC_03187,PKJKAM_02083,ONMMKP_02159
orn,orn,oligoribonuclease,13,13,1.0,1,3134,,,,546,546,546.0,GEGEGB_04646,LNHIMF_04447,BEJGEH_04426,HFCAGB_04585,AJBGEP_04561,ODDLKH_00221,OEKLIE_00534,ALJMDI_03797,PAPNPA_02881,BENMGJ_00388,IKCLMC_01158,PKJKAM_01170,ONMMKP_02439
syd,syd,SecY-interacting protein,13,13,1.0,1,3133,,,,546,546,546.0,GEGEGB_03022,LNHIMF_03006,BEJGEH_02973,HFCAGB_03185,AJBGEP_03134,ODDLKH_03394,OEKLIE_01665,ALJMDI_02733,PAPNPA_03076,BENMGJ_02208,IKCLMC_03898,PKJKAM_02403,ONMMKP_03896
hydN,hydN,electron transport protein HydN,13,13,1.0,1,3132,,,,546,546,546.0,GEGEGB_02891,LNHIMF_02882,BEJGEH_02834,HFCAGB_03052,AJBGEP_03008,ODDLKH_03268,OEKLIE_01099,ALJMDI_02617,PAPNPA_02941,BENMGJ_02071,IKCLMC_04024,PKJKAM_02537,ONMMKP_04030
aroL,aroL,shikimate kinase AroL,13,13,1.0,1,3131,,,,546,546,546.0,GEGEGB_02613,LNHIMF_00415,BEJGEH_00397,HFCAGB_00410,AJBGEP_00407,ODDLKH_00875,OEKLIE_02740,ALJMDI_04388,PAPNPA_01961,BENMGJ_04047,IKCLMC_02149,PKJKAM_03355,ONMMKP_01771
yaeQ,yaeQ,Uncharacterized protein YaeQ,13,13,1.0,1,3129,,,,546,546,546.0,GEGEGB_00258,LNHIMF_00250,BEJGEH_00263,HFCAGB_00253,AJBGEP_00253,ODDLKH_00726,OEKLIE_04839,ALJMDI_04275,PAPNPA_03753,BENMGJ_00285,IKCLMC_02957,PKJKAM_00156,ONMMKP_01922
qdoI,qdoI,HTH cro/C1-type domain-containing protein,13,13,1.0,1,3127,,,,549,549,549.0,GEGEGB_03772,LNHIMF_04096,BEJGEH_04107,HFCAGB_04296,AJBGEP_04255,ODDLKH_04503,OEKLIE_03209,ALJMDI_00955,PAPNPA_01296,BENMGJ_01003,IKCLMC_00689,PKJKAM_01440,ONMMKP_02742
tatB,tatB,Sec-independent protein translocase protein TatB,13,13,1.0,1,3126,,,,549,549,549.0,GEGEGB_03506,LNHIMF_04023,BEJGEH_04029,HFCAGB_04222,AJBGEP_04181,ODDLKH_04429,OEKLIE_01342,ALJMDI_00882,PAPNPA_00555,BENMGJ_00606,IKCLMC_00465,PKJKAM_01510,ONMMKP_02812
rimM,rimM,ribosome maturation factor RimM,13,13,1.0,1,3125,,,,549,549,549.0,GEGEGB_02770,LNHIMF_02765,BEJGEH_02696,HFCAGB_02908,AJBGEP_02875,ODDLKH_03137,OEKLIE_02505,ALJMDI_01500,PAPNPA_00281,BENMGJ_00540,IKCLMC_04134,PKJKAM_02633,ONMMKP_04211
ycbK,ycbK,YcbK family protein,13,13,1.0,1,3124,,,,549,549,549.0,GEGEGB_02047,LNHIMF_01085,BEJGEH_00953,HFCAGB_01041,AJBGEP_00988,ODDLKH_01453,OEKLIE_00406,ALJMDI_01296,PAPNPA_00891,BENMGJ_01212,IKCLMC_01561,PKJKAM_00128,ONMMKP_01151
yjgA,yjgA,ribosome biogenesis factor YjgA,13,13,1.0,1,3120,,,,552,552,552.0,GEGEGB_04717,LNHIMF_04514,BEJGEH_04512,HFCAGB_04654,AJBGEP_04647,ODDLKH_00306,OEKLIE_03517,ALJMDI_03865,PAPNPA_01405,BENMGJ_01174,IKCLMC_03392,PKJKAM_02267,ONMMKP_02354
kefG,kefG,glutathione-regulated potassium-efflux system ancillary protein KefG,13,13,1.0,1,3119,,,,552,552,552.0,GEGEGB_04280,LNHIMF_03511,BEJGEH_03488,HFCAGB_03694,AJBGEP_03642,ODDLKH_03904,OEKLIE_00732,ALJMDI_02594,PAPNPA_01538,BENMGJ_02812,IKCLMC_02934,PKJKAM_03904,ONMMKP_03380
mlaD,mlaD,outer membrane lipid asymmetry maintenance protein MlaD,13,13,1.0,1,3118,,,,552,552,552.0,GEGEGB_03402,LNHIMF_03361,BEJGEH_03338,HFCAGB_03542,AJBGEP_03492,ODDLKH_03753,OEKLIE_00772,ALJMDI_00179,PAPNPA_02431,BENMGJ_02030,IKCLMC_03539,PKJKAM_01716,ONMMKP_03528
group_1220,,Acetyltransferase,13,13,1.0,1,3117,,,,552,552,552.0,GEGEGB_02518,LNHIMF_00497,BEJGEH_00481,HFCAGB_00497,AJBGEP_00492,ODDLKH_00960,OEKLIE_04090,ALJMDI_00596,PAPNPA_02495,BENMGJ_04132,IKCLMC_02235,PKJKAM_03270,ONMMKP_01685
apt,apt,adenine phosphoribosyltransferase,13,13,1.0,1,3116,,,,552,552,552.0,GEGEGB_02507,LNHIMF_00508,BEJGEH_00495,HFCAGB_00508,AJBGEP_00503,ODDLKH_00971,OEKLIE_04101,ALJMDI_00607,PAPNPA_02506,BENMGJ_04144,IKCLMC_02246,PKJKAM_03258,ONMMKP_01674
group_1219,,glutathione peroxidase,13,13,1.0,1,3115,,,,552,552,552.0,GEGEGB_01297,LNHIMF_01391,BEJGEH_01746,HFCAGB_01943,AJBGEP_01421,ODDLKH_01820,OEKLIE_00894,ALJMDI_03150,PAPNPA_00788,BENMGJ_03230,IKCLMC_04835,PKJKAM_00877,ONMMKP_00711
group_1218,,NAD(P)H nitroreductase,13,13,1.0,1,3114,,,,552,552,552.0,GEGEGB_01246,LNHIMF_01345,BEJGEH_01792,HFCAGB_01990,AJBGEP_01373,ODDLKH_01772,OEKLIE_02954,ALJMDI_03103,PAPNPA_01201,BENMGJ_00879,IKCLMC_04881,PKJKAM_00923,ONMMKP_00837
yfcE,yfcE,phosphodiesterase,13,13,1.0,1,3113,,,,552,552,552.0,GEGEGB_00559,LNHIMF_02484,BEJGEH_02372,HFCAGB_02610,AJBGEP_02518,ODDLKH_02853,OEKLIE_02002,ALJMDI_02088,PAPNPA_04475,BENMGJ_02714,IKCLMC_01650,PKJKAM_02923,ONMMKP_04498
smrB,smrB,endonuclease SmrB,13,13,1.0,1,3112,,,,552,552,552.0,GEGEGB_00519,LNHIMF_02522,BEJGEH_02410,HFCAGB_02650,AJBGEP_02557,ODDLKH_02892,OEKLIE_02041,ALJMDI_02124,PAPNPA_04513,BENMGJ_02753,IKCLMC_01611,PKJKAM_02884,ONMMKP_04459
group_1217,,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,13,13,1.0,1,3111,,,,552,552,552.0,GEGEGB_00067,LNHIMF_00064,BEJGEH_00065,HFCAGB_00066,AJBGEP_00064,ODDLKH_00540,OEKLIE_04651,ALJMDI_04087,PAPNPA_03554,BENMGJ_01648,IKCLMC_03145,PKJKAM_02041,ONMMKP_02118
lptA,lptA,lipopolysaccharide ABC transporter substrate-binding protein LptA,13,13,1.0,1,3105,,,,555,555,555.0,GEGEGB_03409,LNHIMF_03368,BEJGEH_03345,HFCAGB_03549,AJBGEP_03499,ODDLKH_03760,OEKLIE_00779,ALJMDI_00172,PAPNPA_02438,BENMGJ_02037,IKCLMC_03532,PKJKAM_01709,ONMMKP_03521
group_1211,,Molecular chaperone,13,13,1.0,1,3103,,,,555,555,555.0,GEGEGB_01886,LNHIMF_01171,BEJGEH_01958,HFCAGB_02164,AJBGEP_01136,ODDLKH_01542,OEKLIE_01193,ALJMDI_00413,PAPNPA_00359,BENMGJ_00472,IKCLMC_00781,PKJKAM_00607,ONMMKP_01002
wcaF,wcaF,colanic acid biosynthesis acetyltransferase WcaF,13,13,1.0,1,3102,,,,555,555,555.0,GEGEGB_00810,LNHIMF_02257,BEJGEH_02131,HFCAGB_02374,AJBGEP_02274,ODDLKH_02608,OEKLIE_03739,ALJMDI_01859,PAPNPA_04231,BENMGJ_02472,IKCLMC_01891,PKJKAM_04044,ONMMKP_04739
nuoJ,nuoJ,NADH-quinone oxidoreductase subunit J,13,13,1.0,1,3101,,,,555,555,555.0,GEGEGB_00585,LNHIMF_02458,BEJGEH_02346,HFCAGB_02583,AJBGEP_02492,ODDLKH_02827,OEKLIE_00626,ALJMDI_02062,PAPNPA_04449,BENMGJ_02688,IKCLMC_01676,PKJKAM_02949,ONMMKP_04524
yfcD,yfcD,NUDIX hydrolase YfcD,13,13,1.0,1,3100,,,,555,555,555.0,GEGEGB_00560,LNHIMF_02483,BEJGEH_02371,HFCAGB_02609,AJBGEP_02517,ODDLKH_02852,OEKLIE_02001,ALJMDI_02087,PAPNPA_04474,BENMGJ_02713,IKCLMC_01651,PKJKAM_02924,ONMMKP_04499
ytfJ,ytfJ,YtfJ family protein,13,13,1.0,1,3094,,,,558,558,558.0,GEGEGB_04701,LNHIMF_04501,BEJGEH_04481,HFCAGB_04641,AJBGEP_04615,ODDLKH_00275,OEKLIE_03485,ALJMDI_03852,PAPNPA_01392,BENMGJ_01187,IKCLMC_03405,PKJKAM_02299,ONMMKP_02385
dcrB,dcrB,DcrB family lipoprotein,13,13,1.0,1,3092,,,,558,558,558.0,GEGEGB_04168,LNHIMF_03622,BEJGEH_03616,HFCAGB_03820,AJBGEP_03769,ODDLKH_04028,OEKLIE_03952,ALJMDI_02483,PAPNPA_01662,BENMGJ_02937,IKCLMC_02810,PKJKAM_03788,ONMMKP_03266
group_1206,,Intracellular protease/amidase,13,13,1.0,1,3091,,,,558,558,558.0,GEGEGB_01014,LNHIMF_02007,BEJGEH_01135,HFCAGB_01285,AJBGEP_02030,ODDLKH_02425,OEKLIE_01069,ALJMDI_00292,PAPNPA_00421,BENMGJ_03837,IKCLMC_04219,PKJKAM_04232,ONMMKP_00098
frr,frr,ribosome recycling factor,13,13,1.0,1,3090,,,,558,558,558.0,GEGEGB_00235,LNHIMF_00229,BEJGEH_00243,HFCAGB_00233,AJBGEP_00233,ODDLKH_00706,OEKLIE_04819,ALJMDI_04255,PAPNPA_03733,BENMGJ_00265,IKCLMC_02977,PKJKAM_00686,ONMMKP_01943
rclC,rclC,reactive chlorine resistance membrane protein RclC,13,13,1.0,1,3083,,,,561,561,561.0,GEGEGB_02421,LNHIMF_00718,BEJGEH_00580,HFCAGB_00659,AJBGEP_00588,ODDLKH_01055,OEKLIE_04187,ALJMDI_00673,PAPNPA_02592,BENMGJ_04230,IKCLMC_02393,PKJKAM_03119,ONMMKP_01585
speG,speG,spermidine N1-acetyltransferase,13,13,1.0,1,3082,,,,561,561,561.0,GEGEGB_01501,LNHIMF_01555,BEJGEH_01584,HFCAGB_01778,AJBGEP_01582,ODDLKH_01982,OEKLIE_00835,ALJMDI_03315,PAPNPA_03841,BENMGJ_03391,IKCLMC_04671,PKJKAM_04688,ONMMKP_00549
pabA,pabA,aminodeoxychorismate synthase component 2,13,13,1.0,1,3075,,,,564,564,564.0,GEGEGB_04267,LNHIMF_03522,BEJGEH_03499,HFCAGB_03704,AJBGEP_03653,ODDLKH_03915,OEKLIE_00743,ALJMDI_02583,PAPNPA_01549,BENMGJ_02823,IKCLMC_02923,PKJKAM_03893,ONMMKP_03369
yqgE,yqgE,YqgE/AlgH family protein,13,13,1.0,1,3074,,,,564,564,564.0,GEGEGB_03168,LNHIMF_03141,BEJGEH_03110,HFCAGB_03323,AJBGEP_03270,ODDLKH_03530,OEKLIE_04502,ALJMDI_02865,PAPNPA_00153,BENMGJ_02353,IKCLMC_03761,PKJKAM_00294,ONMMKP_03760
srlA,srlA,PTS glucitol/sorbitol transporter subunit IIC,13,13,1.0,1,3073,,,,564,564,564.0,GEGEGB_02880,LNHIMF_02871,BEJGEH_02823,HFCAGB_03041,AJBGEP_02997,ODDLKH_03257,OEKLIE_01088,ALJMDI_02606,PAPNPA_02930,BENMGJ_00045,IKCLMC_04035,PKJKAM_02548,ONMMKP_04041
ahpC,ahpC,alkyl hydroperoxide reductase subunit C,13,13,1.0,1,3072,,,,564,564,564.0,GEGEGB_02382,LNHIMF_00752,BEJGEH_00617,HFCAGB_00698,AJBGEP_00632,ODDLKH_01099,OEKLIE_04231,ALJMDI_00710,PAPNPA_02636,BENMGJ_04274,IKCLMC_02430,PKJKAM_03075,ONMMKP_01547
pqiC,pqiC,membrane integrity-associated transporter subunit PqiC,13,13,1.0,1,3071,,,,564,564,564.0,GEGEGB_01965,LNHIMF_01099,BEJGEH_00970,HFCAGB_01114,AJBGEP_01064,ODDLKH_01470,OEKLIE_01780,ALJMDI_01367,PAPNPA_00908,BENMGJ_01289,IKCLMC_00562,PKJKAM_00064,ONMMKP_01075
smrA,smrA,DNA endonuclease SmrA,13,13,1.0,1,3070,,,,564,564,564.0,GEGEGB_01656,LNHIMF_01722,BEJGEH_01410,HFCAGB_01622,AJBGEP_01748,ODDLKH_02148,OEKLIE_02298,ALJMDI_03482,PAPNPA_04015,BENMGJ_03557,IKCLMC_04511,PKJKAM_04523,ONMMKP_00381
ampD,ampD,16-anhydro-N-acetylmuramyl-L-alanine amidase AmpD,13,13,1.0,1,3069,,,,564,564,564.0,GEGEGB_00161,LNHIMF_00152,BEJGEH_00158,HFCAGB_00153,AJBGEP_00154,ODDLKH_00628,OEKLIE_04740,ALJMDI_04178,PAPNPA_03643,BENMGJ_01561,IKCLMC_03056,PKJKAM_00772,ONMMKP_02028
efp,efp,elongation factor P,13,13,1.0,1,3062,,,,567,567,567.0,GEGEGB_04631,LNHIMF_04434,BEJGEH_04411,HFCAGB_04571,AJBGEP_04546,ODDLKH_00206,OEKLIE_00549,ALJMDI_03784,PAPNPA_02866,BENMGJ_00403,IKCLMC_01143,PKJKAM_01184,ONMMKP_02453
nrfB,nrfB,cytochrome c nitrite reductase pentaheme subunit,13,13,1.0,1,3061,,,,567,567,567.0,GEGEGB_04420,LNHIMF_04364,BEJGEH_04340,HFCAGB_04516,AJBGEP_04489,ODDLKH_00137,OEKLIE_03431,ALJMDI_03724,PAPNPA_02798,BENMGJ_01454,IKCLMC_01085,PKJKAM_01241,ONMMKP_02512
kdsC,kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,13,13,1.0,1,3060,,,,567,567,567.0,GEGEGB_03407,LNHIMF_03366,BEJGEH_03343,HFCAGB_03547,AJBGEP_03497,ODDLKH_03758,OEKLIE_00777,ALJMDI_00174,PAPNPA_02436,BENMGJ_02035,IKCLMC_03534,PKJKAM_01711,ONMMKP_03523
yggT,yggT,YggT family protein,13,13,1.0,1,3059,,,,567,567,567.0,GEGEGB_03173,LNHIMF_03146,BEJGEH_03115,HFCAGB_03328,AJBGEP_03275,ODDLKH_03535,OEKLIE_04497,ALJMDI_02870,PAPNPA_00148,BENMGJ_02358,IKCLMC_03756,PKJKAM_00289,ONMMKP_03755
yqaB,yqaB,fructose-1-phosphate/6-phosphogluconate phosphatase,13,13,1.0,1,3058,,,,567,567,567.0,GEGEGB_02867,LNHIMF_02858,BEJGEH_02810,HFCAGB_03028,AJBGEP_02984,ODDLKH_03244,OEKLIE_02582,ALJMDI_01373,PAPNPA_00691,BENMGJ_00678,IKCLMC_04046,PKJKAM_02561,ONMMKP_04054
mntP,mntP,manganese efflux pump MntP,13,13,1.0,1,3056,,,,567,567,567.0,GEGEGB_01111,LNHIMF_01905,BEJGEH_01231,HFCAGB_01443,AJBGEP_01928,ODDLKH_02325,OEKLIE_01359,ALJMDI_00048,PAPNPA_00211,BENMGJ_03734,IKCLMC_04332,PKJKAM_04344,ONMMKP_00203
group_1188,,hydrolase,13,13,1.0,1,3055,,,,567,567,567.0,GEGEGB_01043,LNHIMF_01978,BEJGEH_01163,HFCAGB_01313,AJBGEP_02001,ODDLKH_02396,OEKLIE_01040,ALJMDI_00263,PAPNPA_00450,BENMGJ_03808,IKCLMC_04248,PKJKAM_04260,ONMMKP_00127
group_1187,,Porin,13,13,1.0,1,3054,,,,567,567,567.0,GEGEGB_00611,LNHIMF_02433,BEJGEH_02319,HFCAGB_02556,AJBGEP_02465,ODDLKH_02800,OEKLIE_02468,ALJMDI_02037,PAPNPA_04422,BENMGJ_02663,IKCLMC_01704,PKJKAM_02974,ONMMKP_04550
gmhB,gmhB,D-glycero-beta-D-manno-heptose 17-bisphosphate 7-phosphatase,13,13,1.0,1,3053,,,,567,567,567.0,GEGEGB_00270,LNHIMF_00259,BEJGEH_00272,HFCAGB_00262,AJBGEP_00262,ODDLKH_00735,OEKLIE_04848,ALJMDI_04284,PAPNPA_03762,BENMGJ_00294,IKCLMC_02948,PKJKAM_00167,ONMMKP_01913
satP,satP,acetate uptake transporter,13,13,1.0,1,3052,,,,567,567,567.0,GEGEGB_00009,LNHIMF_00009,BEJGEH_00009,HFCAGB_00009,AJBGEP_00009,ODDLKH_00485,OEKLIE_04595,ALJMDI_04033,PAPNPA_03500,BENMGJ_00718,IKCLMC_03200,PKJKAM_02097,ONMMKP_02172
group_1180,,Lipoprotein,13,13,1.0,1,3044,,,,570,570,570.0,GEGEGB_02524,LNHIMF_00490,BEJGEH_00474,HFCAGB_00491,AJBGEP_00486,ODDLKH_00954,OEKLIE_04084,ALJMDI_00589,PAPNPA_02488,BENMGJ_04126,IKCLMC_02228,PKJKAM_03276,ONMMKP_01691
group_1179,,GAF domain-containing protein,13,13,1.0,1,3043,,,,570,570,570.0,GEGEGB_01098,LNHIMF_01917,BEJGEH_01218,HFCAGB_01430,AJBGEP_01940,ODDLKH_02337,OEKLIE_01371,ALJMDI_00202,PAPNPA_00198,BENMGJ_03747,IKCLMC_04319,PKJKAM_04331,ONMMKP_00190
group_1178,,VOC family protein,13,13,1.0,1,3042,,,,570,570,570.0,GEGEGB_01036,LNHIMF_01985,BEJGEH_01156,HFCAGB_01306,AJBGEP_02008,ODDLKH_02403,OEKLIE_01047,ALJMDI_00270,PAPNPA_00443,BENMGJ_03815,IKCLMC_04241,PKJKAM_04253,ONMMKP_00120
group_1177,,VTT domain-containing protein,13,13,1.0,1,3041,,,,570,570,570.0,GEGEGB_00733,LNHIMF_02319,BEJGEH_02205,HFCAGB_02438,AJBGEP_02337,ODDLKH_02672,OEKLIE_03803,ALJMDI_01932,PAPNPA_04308,BENMGJ_02536,IKCLMC_01820,PKJKAM_03960,ONMMKP_04669
ubiX,ubiX,Flavin prenyltransferase UbiX,13,13,1.0,1,3040,,,,570,570,570.0,GEGEGB_00550,LNHIMF_02493,BEJGEH_02381,HFCAGB_02619,AJBGEP_02527,ODDLKH_02862,OEKLIE_02011,ALJMDI_02097,PAPNPA_04484,BENMGJ_02723,IKCLMC_01641,PKJKAM_02914,ONMMKP_04489
ppiA,ppiA,peptidylprolyl isomerase A,13,13,1.0,1,3036,,,,573,573,573.0,GEGEGB_04264,LNHIMF_03525,BEJGEH_03502,HFCAGB_03707,AJBGEP_03656,ODDLKH_03918,OEKLIE_00746,ALJMDI_02580,PAPNPA_01552,BENMGJ_02826,IKCLMC_02920,PKJKAM_03890,ONMMKP_03366
mepS,mepS,bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase,13,13,1.0,1,3032,,,,573,573,573.0,GEGEGB_00686,LNHIMF_02364,BEJGEH_02251,HFCAGB_02483,AJBGEP_02382,ODDLKH_02717,OEKLIE_03848,ALJMDI_01975,PAPNPA_04354,BENMGJ_02580,IKCLMC_01776,PKJKAM_03047,ONMMKP_04622
group_1173,,glycine cleavage system transcriptional repressor,13,13,1.0,1,3031,,,,573,573,573.0,GEGEGB_00403,LNHIMF_02628,BEJGEH_02520,HFCAGB_02765,AJBGEP_02668,ODDLKH_03001,OEKLIE_03136,ALJMDI_01669,PAPNPA_02088,BENMGJ_01739,IKCLMC_01290,PKJKAM_02776,ONMMKP_04351
group_1169,,transcriptional regulator,13,13,1.0,1,3027,,,,576,576,576.0,GEGEGB_04619,LNHIMF_04422,BEJGEH_04399,HFCAGB_04559,AJBGEP_04534,ODDLKH_00194,6_refound_215,ALJMDI_03772,PAPNPA_02854,9_refound_347,IKCLMC_01131,PKJKAM_01196,ONMMKP_02465
nfuA,nfuA,NfuA family Fe-S biogenesis protein,13,13,1.0,1,3026,,,,576,576,576.0,GEGEGB_04224,LNHIMF_03564,BEJGEH_03545,HFCAGB_03747,AJBGEP_03697,ODDLKH_03957,OEKLIE_03880,ALJMDI_02541,PAPNPA_01591,BENMGJ_02865,IKCLMC_02881,PKJKAM_03849,ONMMKP_03327
