"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000170255.1_ASM17025v1_genomic","GCF_000171255.1_ASM17125v1_genomic","GCF_000171275.1_ASM17127v1_genomic","GCF_000171315.1_ASM17131v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"group_614","","","13","13","1","11","7482","","","","290","290","290","GCF_000007545.1_ASM754v1_genomic_29225","GCF_000020745.1_ASM2074v1_genomic_18933","GCF_000020885.1_ASM2088v1_genomic_20897","GCF_000020925.1_ASM2092v1_genomic_14954","GCF_000022165.1_ASM2216v1_genomic_26322","GCF_000170215.1_ASM17021v1_genomic_25036","GCF_000170255.1_ASM17025v1_genomic_26106","GCF_000171255.1_ASM17125v1_genomic_21581","GCF_000171275.1_ASM17127v1_genomic_24739","GCF_000171315.1_ASM17131v1_genomic_13867","GCF_000171415.1_ASM17141v1_genomic_26014","GCF_000171515.1_ASM17151v1_genomic_32543","GCF_000171535.2_ASM17153v2_genomic_28091"
"group_6140","","","13","13","1","11","6717","","","","887","887","887","GCF_000007545.1_ASM754v1_genomic_14345","GCF_000020745.1_ASM2074v1_genomic_29019","GCF_000020885.1_ASM2088v1_genomic_29359","GCF_000020925.1_ASM2092v1_genomic_14229","GCF_000022165.1_ASM2216v1_genomic_36726","GCF_000170215.1_ASM17021v1_genomic_35031","GCF_000170255.1_ASM17025v1_genomic_36407","GCF_000171255.1_ASM17125v1_genomic_18065","GCF_000171275.1_ASM17127v1_genomic_29703","GCF_000171315.1_ASM17131v1_genomic_25628","GCF_000171415.1_ASM17141v1_genomic_10476","GCF_000171515.1_ASM17151v1_genomic_15371","GCF_000171535.2_ASM17153v2_genomic_24560"
"group_6141","","","13","13","1","11","1222","","","","2147","2147","2147","GCF_000007545.1_ASM754v1_genomic_29526","GCF_000020745.1_ASM2074v1_genomic_7567","GCF_000020885.1_ASM2088v1_genomic_24979","GCF_000020925.1_ASM2092v1_genomic_12614","GCF_000022165.1_ASM2216v1_genomic_15564","GCF_000170215.1_ASM17021v1_genomic_1758","GCF_000170255.1_ASM17025v1_genomic_16059","GCF_000171255.1_ASM17125v1_genomic_36368","GCF_000171275.1_ASM17127v1_genomic_14892","GCF_000171315.1_ASM17131v1_genomic_33920","GCF_000171415.1_ASM17141v1_genomic_31537","GCF_000171515.1_ASM17151v1_genomic_23924","GCF_000171535.2_ASM17153v2_genomic_15621"
"group_6142","","","13","13","1","11","2451","","","","695","701","697","GCF_000007545.1_ASM754v1_genomic_13803","GCF_000020745.1_ASM2074v1_genomic_22801","GCF_000020885.1_ASM2088v1_genomic_171","GCF_000020925.1_ASM2092v1_genomic_26961","GCF_000022165.1_ASM2216v1_genomic_4275","GCF_000170215.1_ASM17021v1_genomic_8301","GCF_000170255.1_ASM17025v1_genomic_4203","GCF_000171255.1_ASM17125v1_genomic_31860","GCF_000171275.1_ASM17127v1_genomic_23753","GCF_000171315.1_ASM17131v1_genomic_18132","GCF_000171415.1_ASM17141v1_genomic_5170","GCF_000171515.1_ASM17151v1_genomic_25959","GCF_000171535.2_ASM17153v2_genomic_30103"
"group_6143","","","13","13","1","11","3761","","","","665","665","665","GCF_000007545.1_ASM754v1_genomic_7957","GCF_000020745.1_ASM2074v1_genomic_8111","GCF_000020885.1_ASM2088v1_genomic_1920","GCF_000020925.1_ASM2092v1_genomic_20552","GCF_000022165.1_ASM2216v1_genomic_8309","GCF_000170215.1_ASM17021v1_genomic_25899","GCF_000170255.1_ASM17025v1_genomic_8217","GCF_000171255.1_ASM17125v1_genomic_34066","GCF_000171275.1_ASM17127v1_genomic_27077","GCF_000171315.1_ASM17131v1_genomic_18483","GCF_000171415.1_ASM17141v1_genomic_34915","GCF_000171515.1_ASM17151v1_genomic_2440","GCF_000171535.2_ASM17153v2_genomic_19065"
"group_6144","","","13","13","1","11","1987","","","","995","995","995","GCF_000007545.1_ASM754v1_genomic_37198","GCF_000020745.1_ASM2074v1_genomic_1950","GCF_000020885.1_ASM2088v1_genomic_6003","GCF_000020925.1_ASM2092v1_genomic_2830","GCF_000022165.1_ASM2216v1_genomic_18006","GCF_000170215.1_ASM17021v1_genomic_17197","GCF_000170255.1_ASM17025v1_genomic_17832","GCF_000171255.1_ASM17125v1_genomic_7724","GCF_000171275.1_ASM17127v1_genomic_11073","GCF_000171315.1_ASM17131v1_genomic_14068","GCF_000171415.1_ASM17141v1_genomic_21682","GCF_000171515.1_ASM17151v1_genomic_24942","GCF_000171535.2_ASM17153v2_genomic_22590"
"group_6145","","","13","13","1","11","4481","","","","683","683","683","GCF_000007545.1_ASM754v1_genomic_10301","GCF_000020745.1_ASM2074v1_genomic_18017","GCF_000020885.1_ASM2088v1_genomic_36536","GCF_000020925.1_ASM2092v1_genomic_896","GCF_000022165.1_ASM2216v1_genomic_18833","GCF_000170215.1_ASM17021v1_genomic_3467","GCF_000170255.1_ASM17025v1_genomic_18665","GCF_000171255.1_ASM17125v1_genomic_22773","GCF_000171275.1_ASM17127v1_genomic_19867","GCF_000171315.1_ASM17131v1_genomic_3461","GCF_000171415.1_ASM17141v1_genomic_27196","GCF_000171515.1_ASM17151v1_genomic_23369","GCF_000171535.2_ASM17153v2_genomic_8120"
"group_6146","","","13","13","1","11","5703","","","","1607","1607","1607","GCF_000007545.1_ASM754v1_genomic_24680","GCF_000020745.1_ASM2074v1_genomic_14031","GCF_000020885.1_ASM2088v1_genomic_30716","GCF_000020925.1_ASM2092v1_genomic_23501","GCF_000022165.1_ASM2216v1_genomic_8164","GCF_000170215.1_ASM17021v1_genomic_32384","GCF_000170255.1_ASM17025v1_genomic_8078","GCF_000171255.1_ASM17125v1_genomic_32571","GCF_000171275.1_ASM17127v1_genomic_8404","GCF_000171315.1_ASM17131v1_genomic_28827","GCF_000171415.1_ASM17141v1_genomic_16815","GCF_000171515.1_ASM17151v1_genomic_24945","GCF_000171535.2_ASM17153v2_genomic_655"
"group_6147","","","13","13","1","11","4841","","","","1031","1031","1031","GCF_000007545.1_ASM754v1_genomic_35599","GCF_000020745.1_ASM2074v1_genomic_32390","GCF_000020885.1_ASM2088v1_genomic_7554","GCF_000020925.1_ASM2092v1_genomic_15726","GCF_000022165.1_ASM2216v1_genomic_8978","GCF_000170215.1_ASM17021v1_genomic_7684","GCF_000170255.1_ASM17025v1_genomic_8877","GCF_000171255.1_ASM17125v1_genomic_24805","GCF_000171275.1_ASM17127v1_genomic_23166","GCF_000171315.1_ASM17131v1_genomic_30668","GCF_000171415.1_ASM17141v1_genomic_11664","GCF_000171515.1_ASM17151v1_genomic_38497","GCF_000171535.2_ASM17153v2_genomic_31424"
"group_6148","","","13","13","1","11","5443","","","","545","545","545","GCF_000007545.1_ASM754v1_genomic_19283","GCF_000020745.1_ASM2074v1_genomic_11801","GCF_000020885.1_ASM2088v1_genomic_8755","GCF_000020925.1_ASM2092v1_genomic_23410","GCF_000022165.1_ASM2216v1_genomic_14417","GCF_000170215.1_ASM17021v1_genomic_22588","GCF_000170255.1_ASM17025v1_genomic_14282","GCF_000171255.1_ASM17125v1_genomic_24931","GCF_000171275.1_ASM17127v1_genomic_12947","GCF_000171315.1_ASM17131v1_genomic_35732","GCF_000171415.1_ASM17141v1_genomic_7544","GCF_000171515.1_ASM17151v1_genomic_28016","GCF_000171535.2_ASM17153v2_genomic_14271"
"group_6149","","","13","13","1","11","2489","","","","848","848","848","GCF_000007545.1_ASM754v1_genomic_24579","GCF_000020745.1_ASM2074v1_genomic_2905","GCF_000020885.1_ASM2088v1_genomic_14236","GCF_000020925.1_ASM2092v1_genomic_34462","GCF_000022165.1_ASM2216v1_genomic_8994","GCF_000170215.1_ASM17021v1_genomic_33015","GCF_000170255.1_ASM17025v1_genomic_8893","GCF_000171255.1_ASM17125v1_genomic_24401","GCF_000171275.1_ASM17127v1_genomic_4920","GCF_000171315.1_ASM17131v1_genomic_26328","GCF_000171415.1_ASM17141v1_genomic_21474","GCF_000171515.1_ASM17151v1_genomic_12739","GCF_000171535.2_ASM17153v2_genomic_20508"
"group_6150","","","13","13","1","11","4120","","","","878","878","878","GCF_000007545.1_ASM754v1_genomic_21016","GCF_000020745.1_ASM2074v1_genomic_8772","GCF_000020885.1_ASM2088v1_genomic_10549","GCF_000020925.1_ASM2092v1_genomic_7156","GCF_000022165.1_ASM2216v1_genomic_7377","GCF_000170215.1_ASM17021v1_genomic_7104","GCF_000170255.1_ASM17025v1_genomic_7301","GCF_000171255.1_ASM17125v1_genomic_29232","GCF_000171275.1_ASM17127v1_genomic_29460","GCF_000171315.1_ASM17131v1_genomic_7041","GCF_000171415.1_ASM17141v1_genomic_2577","GCF_000171515.1_ASM17151v1_genomic_943","GCF_000171535.2_ASM17153v2_genomic_35146"
"group_6151","","","13","13","1","11","4321","","","","737","737","737","GCF_000007545.1_ASM754v1_genomic_5481","GCF_000020745.1_ASM2074v1_genomic_16257","GCF_000020885.1_ASM2088v1_genomic_26311","GCF_000020925.1_ASM2092v1_genomic_10789","GCF_000022165.1_ASM2216v1_genomic_952","GCF_000170215.1_ASM17021v1_genomic_935","GCF_000170255.1_ASM17025v1_genomic_937","GCF_000171255.1_ASM17125v1_genomic_347","GCF_000171275.1_ASM17127v1_genomic_781","GCF_000171315.1_ASM17131v1_genomic_34949","GCF_000171415.1_ASM17141v1_genomic_18447","GCF_000171515.1_ASM17151v1_genomic_26105","GCF_000171535.2_ASM17153v2_genomic_1136"
"group_6152","","","13","13","1","11","318","","","","1340","1340","1340","GCF_000007545.1_ASM754v1_genomic_13834","GCF_000020745.1_ASM2074v1_genomic_29298","GCF_000020885.1_ASM2088v1_genomic_18530","GCF_000020925.1_ASM2092v1_genomic_4026","GCF_000022165.1_ASM2216v1_genomic_24198","GCF_000170215.1_ASM17021v1_genomic_23037","GCF_000170255.1_ASM17025v1_genomic_23997","GCF_000171255.1_ASM17125v1_genomic_4851","GCF_000171275.1_ASM17127v1_genomic_7305","GCF_000171315.1_ASM17131v1_genomic_6476","GCF_000171415.1_ASM17141v1_genomic_12153","GCF_000171515.1_ASM17151v1_genomic_2561","GCF_000171535.2_ASM17153v2_genomic_34879"
"group_6153","","","13","13","1","11","1156","","","","977","977","977","GCF_000007545.1_ASM754v1_genomic_3724","GCF_000020745.1_ASM2074v1_genomic_6119","GCF_000020885.1_ASM2088v1_genomic_31346","GCF_000020925.1_ASM2092v1_genomic_37309","GCF_000022165.1_ASM2216v1_genomic_38427","GCF_000170215.1_ASM17021v1_genomic_20562","GCF_000170255.1_ASM17025v1_genomic_38100","GCF_000171255.1_ASM17125v1_genomic_1465","GCF_000171275.1_ASM17127v1_genomic_16096","GCF_000171315.1_ASM17131v1_genomic_35551","GCF_000171415.1_ASM17141v1_genomic_17356","GCF_000171515.1_ASM17151v1_genomic_27273","GCF_000171535.2_ASM17153v2_genomic_35386"
"group_6154","","","13","13","1","11","4783","","","","989","989","989","GCF_000007545.1_ASM754v1_genomic_21988","GCF_000020745.1_ASM2074v1_genomic_27808","GCF_000020885.1_ASM2088v1_genomic_32278","GCF_000020925.1_ASM2092v1_genomic_20699","GCF_000022165.1_ASM2216v1_genomic_8441","GCF_000170215.1_ASM17021v1_genomic_4344","GCF_000170255.1_ASM17025v1_genomic_8348","GCF_000171255.1_ASM17125v1_genomic_25226","GCF_000171275.1_ASM17127v1_genomic_24839","GCF_000171315.1_ASM17131v1_genomic_22614","GCF_000171415.1_ASM17141v1_genomic_17853","GCF_000171515.1_ASM17151v1_genomic_5173","GCF_000171535.2_ASM17153v2_genomic_28681"
"group_6155","","","13","13","1","11","1771","","","","2114","2114","2114","GCF_000007545.1_ASM754v1_genomic_6478","GCF_000020745.1_ASM2074v1_genomic_2399","GCF_000020885.1_ASM2088v1_genomic_10453","GCF_000020925.1_ASM2092v1_genomic_9816","GCF_000022165.1_ASM2216v1_genomic_33330","GCF_000170215.1_ASM17021v1_genomic_26385","GCF_000170255.1_ASM17025v1_genomic_33042","GCF_000171255.1_ASM17125v1_genomic_8850","GCF_000171275.1_ASM17127v1_genomic_30785","GCF_000171315.1_ASM17131v1_genomic_33841","GCF_000171415.1_ASM17141v1_genomic_31292","GCF_000171515.1_ASM17151v1_genomic_31129","GCF_000171535.2_ASM17153v2_genomic_5040"
"group_6156","","","13","13","1","11","3499","","","","1421","1421","1421","GCF_000007545.1_ASM754v1_genomic_24395","GCF_000020745.1_ASM2074v1_genomic_15216","GCF_000020885.1_ASM2088v1_genomic_20124","GCF_000020925.1_ASM2092v1_genomic_23970","GCF_000022165.1_ASM2216v1_genomic_24584","GCF_000170215.1_ASM17021v1_genomic_10519","GCF_000170255.1_ASM17025v1_genomic_24383","GCF_000171255.1_ASM17125v1_genomic_11292","GCF_000171275.1_ASM17127v1_genomic_20576","GCF_000171315.1_ASM17131v1_genomic_33945","GCF_000171415.1_ASM17141v1_genomic_28075","GCF_000171515.1_ASM17151v1_genomic_13596","GCF_000171535.2_ASM17153v2_genomic_9419"
"group_6157","","","13","13","1","11","3984","","","","821","821","821","GCF_000007545.1_ASM754v1_genomic_11050","GCF_000020745.1_ASM2074v1_genomic_29699","GCF_000020885.1_ASM2088v1_genomic_33030","GCF_000020925.1_ASM2092v1_genomic_16670","GCF_000022165.1_ASM2216v1_genomic_34666","GCF_000170215.1_ASM17021v1_genomic_33042","GCF_000170255.1_ASM17025v1_genomic_34361","GCF_000171255.1_ASM17125v1_genomic_21174","GCF_000171275.1_ASM17127v1_genomic_26342","GCF_000171315.1_ASM17131v1_genomic_33181","GCF_000171415.1_ASM17141v1_genomic_34265","GCF_000171515.1_ASM17151v1_genomic_15236","GCF_000171535.2_ASM17153v2_genomic_25953"
"group_6158","","","13","13","1","11","843","","","","1253","1253","1253","GCF_000007545.1_ASM754v1_genomic_18274","GCF_000020745.1_ASM2074v1_genomic_32160","GCF_000020885.1_ASM2088v1_genomic_3299","GCF_000020925.1_ASM2092v1_genomic_19113","GCF_000022165.1_ASM2216v1_genomic_18742","GCF_000170215.1_ASM17021v1_genomic_17904","GCF_000170255.1_ASM17025v1_genomic_18572","GCF_000171255.1_ASM17125v1_genomic_30728","GCF_000171275.1_ASM17127v1_genomic_7835","GCF_000171315.1_ASM17131v1_genomic_10598","GCF_000171415.1_ASM17141v1_genomic_28106","GCF_000171515.1_ASM17151v1_genomic_25433","GCF_000171535.2_ASM17153v2_genomic_32661"
"group_6159","","","13","13","1","11","1195","","","","1517","1517","1517","GCF_000007545.1_ASM754v1_genomic_11627","GCF_000020745.1_ASM2074v1_genomic_1082","GCF_000020885.1_ASM2088v1_genomic_36270","GCF_000020925.1_ASM2092v1_genomic_8105","GCF_000022165.1_ASM2216v1_genomic_17670","GCF_000170215.1_ASM17021v1_genomic_9656","GCF_000170255.1_ASM17025v1_genomic_17499","GCF_000171255.1_ASM17125v1_genomic_26540","GCF_000171275.1_ASM17127v1_genomic_21151","GCF_000171315.1_ASM17131v1_genomic_13844","GCF_000171415.1_ASM17141v1_genomic_27109","GCF_000171515.1_ASM17151v1_genomic_32269","GCF_000171535.2_ASM17153v2_genomic_38205"
"group_6160","","","13","13","1","11","1783","","","","1394","1394","1394","GCF_000007545.1_ASM754v1_genomic_18761","GCF_000020745.1_ASM2074v1_genomic_23253","GCF_000020885.1_ASM2088v1_genomic_17415","GCF_000020925.1_ASM2092v1_genomic_22523","GCF_000022165.1_ASM2216v1_genomic_39624","GCF_000170215.1_ASM17021v1_genomic_37814","GCF_000170255.1_ASM17025v1_genomic_39257","GCF_000171255.1_ASM17125v1_genomic_7115","GCF_000171275.1_ASM17127v1_genomic_22066","GCF_000171315.1_ASM17131v1_genomic_10264","GCF_000171415.1_ASM17141v1_genomic_23283","GCF_000171515.1_ASM17151v1_genomic_1141","GCF_000171535.2_ASM17153v2_genomic_28187"
"group_6161","","","13","13","1","11","2644","","","","1709","1709","1709","GCF_000007545.1_ASM754v1_genomic_1789","GCF_000020745.1_ASM2074v1_genomic_21955","GCF_000020885.1_ASM2088v1_genomic_10330","GCF_000020925.1_ASM2092v1_genomic_3013","GCF_000022165.1_ASM2216v1_genomic_21146","GCF_000170215.1_ASM17021v1_genomic_11887","GCF_000170255.1_ASM17025v1_genomic_20958","GCF_000171255.1_ASM17125v1_genomic_32858","GCF_000171275.1_ASM17127v1_genomic_32742","GCF_000171315.1_ASM17131v1_genomic_9146","GCF_000171415.1_ASM17141v1_genomic_19939","GCF_000171515.1_ASM17151v1_genomic_19414","GCF_000171535.2_ASM17153v2_genomic_11375"
"group_6162","","","13","13","1","11","2718","","","","929","929","929","GCF_000007545.1_ASM754v1_genomic_27642","GCF_000020745.1_ASM2074v1_genomic_23389","GCF_000020885.1_ASM2088v1_genomic_17441","GCF_000020925.1_ASM2092v1_genomic_12836","GCF_000022165.1_ASM2216v1_genomic_35717","GCF_000170215.1_ASM17021v1_genomic_34030","GCF_000170255.1_ASM17025v1_genomic_35406","GCF_000171255.1_ASM17125v1_genomic_415","GCF_000171275.1_ASM17127v1_genomic_29785","GCF_000171315.1_ASM17131v1_genomic_15998","GCF_000171415.1_ASM17141v1_genomic_2151","GCF_000171515.1_ASM17151v1_genomic_36243","GCF_000171535.2_ASM17153v2_genomic_2036"
"group_6163","","","13","13","1","11","2682","","","","995","995","995","GCF_000007545.1_ASM754v1_genomic_23596","GCF_000020745.1_ASM2074v1_genomic_14929","GCF_000020885.1_ASM2088v1_genomic_33707","GCF_000020925.1_ASM2092v1_genomic_13712","GCF_000022165.1_ASM2216v1_genomic_34866","GCF_000170215.1_ASM17021v1_genomic_33472","GCF_000170255.1_ASM17025v1_genomic_34563","GCF_000171255.1_ASM17125v1_genomic_14040","GCF_000171275.1_ASM17127v1_genomic_9377","GCF_000171315.1_ASM17131v1_genomic_13057","GCF_000171415.1_ASM17141v1_genomic_3301","GCF_000171515.1_ASM17151v1_genomic_9088","GCF_000171535.2_ASM17153v2_genomic_20813"
"group_6164","","","13","13","1","11","2024","","","","977","977","977","GCF_000007545.1_ASM754v1_genomic_22706","GCF_000020745.1_ASM2074v1_genomic_24080","GCF_000020885.1_ASM2088v1_genomic_2240","GCF_000020925.1_ASM2092v1_genomic_16228","GCF_000022165.1_ASM2216v1_genomic_7535","GCF_000170215.1_ASM17021v1_genomic_30587","GCF_000170255.1_ASM17025v1_genomic_7455","GCF_000171255.1_ASM17125v1_genomic_21104","GCF_000171275.1_ASM17127v1_genomic_33505","GCF_000171315.1_ASM17131v1_genomic_24430","GCF_000171415.1_ASM17141v1_genomic_11313","GCF_000171515.1_ASM17151v1_genomic_32656","GCF_000171535.2_ASM17153v2_genomic_13136"
"group_6165","","","13","13","1","11","5750","","","","1250","1250","1250","GCF_000007545.1_ASM754v1_genomic_10217","GCF_000020745.1_ASM2074v1_genomic_1142","GCF_000020885.1_ASM2088v1_genomic_1342","GCF_000020925.1_ASM2092v1_genomic_7208","GCF_000022165.1_ASM2216v1_genomic_21085","GCF_000170215.1_ASM17021v1_genomic_20161","GCF_000170255.1_ASM17025v1_genomic_20891","GCF_000171255.1_ASM17125v1_genomic_13472","GCF_000171275.1_ASM17127v1_genomic_36371","GCF_000171315.1_ASM17131v1_genomic_27712","GCF_000171415.1_ASM17141v1_genomic_20275","GCF_000171515.1_ASM17151v1_genomic_32942","GCF_000171535.2_ASM17153v2_genomic_10747"
"group_6166","","","13","13","1","11","4122","","","","1343","1343","1343","GCF_000007545.1_ASM754v1_genomic_11615","GCF_000020745.1_ASM2074v1_genomic_2030","GCF_000020885.1_ASM2088v1_genomic_3804","GCF_000020925.1_ASM2092v1_genomic_5625","GCF_000022165.1_ASM2216v1_genomic_30676","GCF_000170215.1_ASM17021v1_genomic_29168","GCF_000170255.1_ASM17025v1_genomic_30420","GCF_000171255.1_ASM17125v1_genomic_22491","GCF_000171275.1_ASM17127v1_genomic_27654","GCF_000171315.1_ASM17131v1_genomic_26757","GCF_000171415.1_ASM17141v1_genomic_21919","GCF_000171515.1_ASM17151v1_genomic_6426","GCF_000171535.2_ASM17153v2_genomic_35007"
"group_6167","","","13","13","1","11","4759","","","","362","362","362","GCF_000007545.1_ASM754v1_genomic_33628","GCF_000020745.1_ASM2074v1_genomic_26461","GCF_000020885.1_ASM2088v1_genomic_17965","GCF_000020925.1_ASM2092v1_genomic_34802","GCF_000022165.1_ASM2216v1_genomic_14900","GCF_000170215.1_ASM17021v1_genomic_14276","GCF_000170255.1_ASM17025v1_genomic_14770","GCF_000171255.1_ASM17125v1_genomic_13715","GCF_000171275.1_ASM17127v1_genomic_5183","GCF_000171315.1_ASM17131v1_genomic_8855","GCF_000171415.1_ASM17141v1_genomic_17477","GCF_000171515.1_ASM17151v1_genomic_23718","GCF_000171535.2_ASM17153v2_genomic_1946"
"group_6168","","","13","13","1","11","102","","","","1121","1121","1121","GCF_000007545.1_ASM754v1_genomic_17251","GCF_000020745.1_ASM2074v1_genomic_9515","GCF_000020885.1_ASM2088v1_genomic_1193","GCF_000020925.1_ASM2092v1_genomic_38068","GCF_000022165.1_ASM2216v1_genomic_26401","GCF_000170215.1_ASM17021v1_genomic_7814","GCF_000170255.1_ASM17025v1_genomic_26185","GCF_000171255.1_ASM17125v1_genomic_11362","GCF_000171275.1_ASM17127v1_genomic_11623","GCF_000171315.1_ASM17131v1_genomic_10908","GCF_000171415.1_ASM17141v1_genomic_38834","GCF_000171515.1_ASM17151v1_genomic_36047","GCF_000171535.2_ASM17153v2_genomic_17318"
"group_6169","","","13","13","1","11","7386","","","","1370","1370","1370","GCF_000007545.1_ASM754v1_genomic_33950","GCF_000020745.1_ASM2074v1_genomic_16253","GCF_000020885.1_ASM2088v1_genomic_16523","GCF_000020925.1_ASM2092v1_genomic_9472","GCF_000022165.1_ASM2216v1_genomic_4405","GCF_000170215.1_ASM17021v1_genomic_24728","GCF_000170255.1_ASM17025v1_genomic_4332","GCF_000171255.1_ASM17125v1_genomic_16860","GCF_000171275.1_ASM17127v1_genomic_21791","GCF_000171315.1_ASM17131v1_genomic_16121","GCF_000171415.1_ASM17141v1_genomic_33133","GCF_000171515.1_ASM17151v1_genomic_14001","GCF_000171535.2_ASM17153v2_genomic_27578"
"group_6170","","","13","13","1","11","5672","","","","1649","1649","1649","GCF_000007545.1_ASM754v1_genomic_14734","GCF_000020745.1_ASM2074v1_genomic_18131","GCF_000020885.1_ASM2088v1_genomic_35399","GCF_000020925.1_ASM2092v1_genomic_15957","GCF_000022165.1_ASM2216v1_genomic_20838","GCF_000170215.1_ASM17021v1_genomic_29407","GCF_000170255.1_ASM17025v1_genomic_20639","GCF_000171255.1_ASM17125v1_genomic_19259","GCF_000171275.1_ASM17127v1_genomic_5764","GCF_000171315.1_ASM17131v1_genomic_19656","GCF_000171415.1_ASM17141v1_genomic_21435","GCF_000171515.1_ASM17151v1_genomic_34066","GCF_000171535.2_ASM17153v2_genomic_23324"
"group_6171","","","13","13","1","11","1196","","","","488","488","488","GCF_000007545.1_ASM754v1_genomic_10054","GCF_000020745.1_ASM2074v1_genomic_34504","GCF_000020885.1_ASM2088v1_genomic_10248","GCF_000020925.1_ASM2092v1_genomic_17415","GCF_000022165.1_ASM2216v1_genomic_32844","GCF_000170215.1_ASM17021v1_genomic_9992","GCF_000170255.1_ASM17025v1_genomic_10315","GCF_000171255.1_ASM17125v1_genomic_15634","GCF_000171275.1_ASM17127v1_genomic_8594","GCF_000171315.1_ASM17131v1_genomic_33357","GCF_000171415.1_ASM17141v1_genomic_10462","GCF_000171515.1_ASM17151v1_genomic_10113","GCF_000171535.2_ASM17153v2_genomic_9005"
"group_6172","","","13","13","1","11","5677","","","","1028","1028","1028","GCF_000007545.1_ASM754v1_genomic_29106","GCF_000020745.1_ASM2074v1_genomic_35681","GCF_000020885.1_ASM2088v1_genomic_18771","GCF_000020925.1_ASM2092v1_genomic_11656","GCF_000022165.1_ASM2216v1_genomic_9991","GCF_000170215.1_ASM17021v1_genomic_9596","GCF_000170255.1_ASM17025v1_genomic_9884","GCF_000171255.1_ASM17125v1_genomic_29067","GCF_000171275.1_ASM17127v1_genomic_6787","GCF_000171315.1_ASM17131v1_genomic_28971","GCF_000171415.1_ASM17141v1_genomic_5775","GCF_000171515.1_ASM17151v1_genomic_29265","GCF_000171535.2_ASM17153v2_genomic_1084"
"group_6173","","","13","13","1","11","1446","","","","2144","2144","2144","GCF_000007545.1_ASM754v1_genomic_6103","GCF_000020745.1_ASM2074v1_genomic_9862","GCF_000020885.1_ASM2088v1_genomic_20061","GCF_000020925.1_ASM2092v1_genomic_14996","GCF_000022165.1_ASM2216v1_genomic_36670","GCF_000170215.1_ASM17021v1_genomic_32412","GCF_000170255.1_ASM17025v1_genomic_36354","GCF_000171255.1_ASM17125v1_genomic_30696","GCF_000171275.1_ASM17127v1_genomic_37625","GCF_000171315.1_ASM17131v1_genomic_13276","GCF_000171415.1_ASM17141v1_genomic_19528","GCF_000171515.1_ASM17151v1_genomic_7977","GCF_000171535.2_ASM17153v2_genomic_16734"
"group_6174","","","13","13","1","11","1348","","","","1067","1067","1067","GCF_000007545.1_ASM754v1_genomic_24375","GCF_000020745.1_ASM2074v1_genomic_6273","GCF_000020885.1_ASM2088v1_genomic_7451","GCF_000020925.1_ASM2092v1_genomic_15946","GCF_000022165.1_ASM2216v1_genomic_18394","GCF_000170215.1_ASM17021v1_genomic_17584","GCF_000170255.1_ASM17025v1_genomic_18224","GCF_000171255.1_ASM17125v1_genomic_5900","GCF_000171275.1_ASM17127v1_genomic_8703","GCF_000171315.1_ASM17131v1_genomic_1592","GCF_000171415.1_ASM17141v1_genomic_12577","GCF_000171515.1_ASM17151v1_genomic_12088","GCF_000171535.2_ASM17153v2_genomic_18712"
"group_6175","","","13","13","1","11","2447","","","","1220","1220","1220","GCF_000007545.1_ASM754v1_genomic_29304","GCF_000020745.1_ASM2074v1_genomic_23859","GCF_000020885.1_ASM2088v1_genomic_36021","GCF_000020925.1_ASM2092v1_genomic_24105","GCF_000022165.1_ASM2216v1_genomic_798","GCF_000170215.1_ASM17021v1_genomic_20777","GCF_000170255.1_ASM17025v1_genomic_787","GCF_000171255.1_ASM17125v1_genomic_17317","GCF_000171275.1_ASM17127v1_genomic_16691","GCF_000171315.1_ASM17131v1_genomic_16746","GCF_000171415.1_ASM17141v1_genomic_32509","GCF_000171515.1_ASM17151v1_genomic_21608","GCF_000171535.2_ASM17153v2_genomic_31105"
"group_6176","","","13","13","1","11","1031","","","","866","866","866","GCF_000007545.1_ASM754v1_genomic_23701","GCF_000020745.1_ASM2074v1_genomic_20445","GCF_000020885.1_ASM2088v1_genomic_10123","GCF_000020925.1_ASM2092v1_genomic_31788","GCF_000022165.1_ASM2216v1_genomic_30427","GCF_000170215.1_ASM17021v1_genomic_28483","GCF_000170255.1_ASM17025v1_genomic_30181","GCF_000171255.1_ASM17125v1_genomic_22158","GCF_000171275.1_ASM17127v1_genomic_32793","GCF_000171315.1_ASM17131v1_genomic_22086","GCF_000171415.1_ASM17141v1_genomic_14257","GCF_000171515.1_ASM17151v1_genomic_26076","GCF_000171535.2_ASM17153v2_genomic_29514"
